file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_41.exe,0.6007,BENIGN,RANSOMWARE,0.0519,0.0187,0.3281,0.0247,0.1378,0.0232,0.055,0.0217,0.1432,0.0221,6.16,0,0,0,1,0.1211
CNET_102372.exe,0.6973,BENIGN,RANSOMWARE,0.173,0.2811,0.1829,0.2544,0.2984,0.2512,0.2211,0.2601,0.2189,0.2617,7.79,0,0,0,1,0.0429
softonic62.exe,0.6138,BENIGN,RANSOMWARE,0.3787,0.9504,0.1726,0.8153,0.2544,0.945,0.2735,0.994,0.2698,0.9262,7.29,1,0,0,13,0.6564
vbajet32.dll,0.7054,BENIGN,RANSOMWARE,0.2289,0.518,0.0578,0.7363,0.0934,0.8293,0.2254,0.7698,0.1514,0.7134,4.73,0,0,0,50,0.562
CNET_37589.exe,0.8365,BENIGN,RANSOMWARE,0.2904,0.2811,0.3625,0.2544,0.4102,0.2512,0.1686,0.2601,0.3079,0.2617,8.0,0,0,0,1,0.0462
racpldlg.dll,0.804,BENIGN,RANSOMWARE,0.2715,0.2811,0.327,0.382,0.3577,0.4014,0.201,0.5154,0.2893,0.395,7.07,0,0,0,285,0.1057
2237.exe,0.6074,BENIGN,RANSOMWARE,0.0264,0.0187,0.2584,0.0247,0.1634,0.0232,0.0315,0.0217,0.1199,0.0221,6.11,0,0,0,1,0.0979
VBoxNine-x86.dll,0.7414,BENIGN,RANSOMWARE,0.2945,0.4359,0.1405,0.4485,0.1273,0.5586,0.2246,0.5286,0.1967,0.4929,5.03,1,0,0,96,0.2962
CNET_21986.exe,0.4981,BENIGN,SUSPICIOUS,0.173,0.1497,0.2829,0.0892,0.2466,0.1004,0.1407,0.1122,0.2108,0.1129,7.94,0,0,0,1,0.0979
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0072,0.8982,0.0038,0.8222,0.0014,0.8578,0.0,0.8316,0.0031,0.8524,6.63,0,0,0,163,0.8493
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.0232,0.8982,0.0049,0.8222,0.0036,0.8578,0.0067,0.8316,0.0096,0.8524,5.85,0,0,0,59,0.8428
IntelWifiIhv06.dll,0.7,BENIGN,RANSOMWARE,0.0972,0.8982,0.1174,0.8222,0.1303,0.8578,0.4711,0.8316,0.204,0.8524,6.23,0,0,0,69,0.6484
CNET_101540.exe,0.5803,BENIGN,SUSPICIOUS,0.0584,0.0833,0.11,0.0855,0.3168,0.0932,0.1255,0.0887,0.1527,0.0877,7.2,0,0,0,1,0.065
