file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0_3252.exe,0.0219,MALWARE,BENIGN,0.2046,0.0085,0.2694,0.0009,0.1841,0.002,0.2189,0.0021,0.2193,0.0034,6.05,0,0,0,193,0.2159
VirusShare_be8fcbe796af1267a45b9cba4ed08335.exe,0.0248,MALWARE,BENIGN,0.0129,0.0177,0.0255,0.0243,0.0156,0.022,0.014,0.0218,0.017,0.0214,6.9,0,0,0,1,0.0044
d551a474ecf0b7d1ba6dda319e3b77fdecf39489eaf14b7d8837002f2d31387b.exe,0.0956,MALWARE,BENIGN,0.1545,0.2735,0.0232,0.2473,0.0284,0.243,0.1324,0.2628,0.0846,0.2567,7.99,0,0,0,1,0.1721
VirusShare_8441d32f80ef2c7772b25db4b95aab4f.exe,0.0059,MALWARE,BENIGN,0.0069,0.0716,0.003,0.0651,0.0042,0.0843,0.0042,0.0776,0.0046,0.0746,5.25,0,0,0,1,0.0701
Annabelle.exe,0.6159,MALWARE,SUSPICIOUS,0.5333,0.1669,0.5989,0.0777,0.5463,0.1521,0.4361,0.2104,0.5286,0.1518,7.99,0,0,0,0,0.3769
98c9e56cba271bf7b32fc17d7966d067d9b549594f8dc60c941f93346e376c00.exe,0.4986,MALWARE,BENIGN,0.178,0.2735,0.1387,0.2473,0.1773,0.243,0.2314,0.2628,0.1813,0.2567,7.95,0,0,0,1,0.0753
f9c5420c0f039a178f5495ecfb657f8da383624e0cf7f02c645fbdfa95e2e8b9.exe,0.5176,MALWARE,BENIGN,0.1792,0.2735,0.3571,0.2473,0.2483,0.243,0.1551,0.2628,0.235,0.2567,7.93,0,0,0,1,0.0217
VirusShare_7207d7d308e600d53bc7a0b1536680aa.exe,0.0077,MALWARE,BENIGN,0.0173,0.0716,0.0082,0.0651,0.0085,0.0843,0.0078,0.0776,0.0105,0.0746,6.16,0,0,0,1,0.0642
deb43e7f95ff24a190394c9c92b56c33d31fd10c9a52c19694c5d45b2a60b7b5.exe,0.0154,MALWARE,BENIGN,0.0125,0.0177,0.0621,0.0243,0.0201,0.022,0.0106,0.0218,0.0263,0.0214,4.24,0,0,0,1,0.0049
81d7b2b6e5566698ac4465ef8e720ab06f53045fdfcf8b74be09cb118b8ab993.exe,0.042,MALWARE,BENIGN,0.0355,0.0716,0.1433,0.0651,0.053,0.0843,0.0228,0.0776,0.0636,0.0746,6.2,0,0,0,1,0.011
23bdeb9ae6a8f414c33ed8baf2de46477d0bc7f469dd543d60332a04e0b7c039.exe,0.383,MALWARE,BENIGN,0.178,0.1668,0.1376,0.045,0.2133,0.1988,0.2314,0.2628,0.1901,0.1683,7.95,0,0,0,1,0.0217
5ff8f64c4f30268e388f898e0540163158b5941f9c0900d50c4d2fd9d1062e4c.exe,0.2422,MALWARE,BENIGN,0.0934,0.2735,0.0757,0.2473,0.136,0.243,0.1551,0.2628,0.1151,0.2567,7.76,0,0,0,1,0.1416
94658982002db6acea22c68b7619f71154933effd6428a81a235aba6e2789328.exe,0.0472,MALWARE,BENIGN,0.0373,0.0033,0.038,0.0025,0.095,0.0009,0.078,0.0005,0.0621,0.0018,3.34,0,0,0,1,0.0603
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0.exe,0.0219,MALWARE,BENIGN,0.2046,0.0085,0.2694,0.0009,0.1841,0.002,0.2189,0.0021,0.2193,0.0034,6.05,0,0,0,193,0.2159
f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712_4871.exe,0.3581,MALWARE,BENIGN,0.01,0.0177,0.3639,0.0243,0.1333,0.022,0.0116,0.0218,0.1297,0.0214,5.16,0,0,0,1,0.1083
bdbba6afa1fe6a41d85a712ddb48c6fb9057df42cc9e318ea582d5535008025c.exe,0.1062,MALWARE,BENIGN,0.0419,0.2735,0.0349,0.2473,0.0873,0.243,0.1509,0.2628,0.0787,0.2567,7.59,0,0,0,1,0.1779
