file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_29769.exe,0.8542,BENIGN,RANSOMWARE,0.3597,0.0559,0.3458,0.027,0.38,0.02,0.1414,0.0622,0.3067,0.0413,7.96,0,0,0,1,0.2654
Dashlane_Launcher.exe,0.939,BENIGN,RANSOMWARE,0.8643,0.22,0.95,0.1971,0.9158,0.1888,0.9378,0.2025,0.917,0.2021,7.9,1,0,0,154,0.7149
msjtes40.dll,0.7226,BENIGN,RANSOMWARE,0.2729,0.2815,0.3276,0.2329,0.3913,0.2295,0.7558,0.2603,0.4369,0.251,6.15,0,0,0,118,0.1858
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.2017,0.8674,0.1514,0.7788,0.1314,0.7817,0.305,0.822,0.1974,0.8124,7.86,0,0,0,1,0.6151
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0518,0.8674,0.0184,0.7788,0.047,0.7817,0.1366,0.8206,0.0635,0.8121,7.88,0,0,0,1,0.7486
2085.exe,0.6741,BENIGN,RANSOMWARE,0.138,0.2287,0.2708,0.2329,0.2431,0.2295,0.1066,0.2429,0.1896,0.2335,7.6,0,0,0,1,0.0439
Sourceforge_344.exe,0.8638,BENIGN,RANSOMWARE,0.1837,0.0181,0.3511,0.0218,0.3021,0.0208,0.0515,0.0185,0.2221,0.0198,2.84,0,0,0,1,0.2023
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.048,0.8674,0.0385,0.7788,0.0585,0.7817,0.0591,0.8206,0.051,0.8121,7.53,0,0,0,1,0.7611
Sourceforge_5088.exe,0.5397,BENIGN,SUSPICIOUS,0.0232,0.0181,0.1286,0.0218,0.2766,0.0208,0.0739,0.0185,0.1256,0.0198,7.1,0,0,0,1,0.1058
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.554,BENIGN,SUSPICIOUS,0.7409,0.0198,0.4952,0.0391,0.6833,0.0371,0.6131,0.0083,0.6331,0.0261,5.97,0,0,0,0,0.6071
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0038,0.9004,0.0033,0.7716,0.0007,0.7671,0.0515,0.8029,0.0149,0.8105,6.22,0,0,0,128,0.7956
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0042,0.9321,0.0,0.7331,0.0,0.7038,0.0,0.8541,0.0011,0.8058,6.24,0,0,0,205,0.8047
git-bash.exe,0.6819,BENIGN,RANSOMWARE,0.2954,0.22,0.2524,0.4449,0.3449,0.3555,0.7032,0.8165,0.399,0.4592,7.55,0,0,0,86,0.0603
NVDisplay.Container.exe,0.9313,BENIGN,RANSOMWARE,0.6439,0.14,0.7278,0.1694,0.7834,0.1588,0.9509,0.1369,0.7765,0.1513,6.63,0,0,0,137,0.6252
windows.media.ocr.dll,0.7,BENIGN,RANSOMWARE,0.0099,0.8441,0.0033,0.7849,0.0042,0.7826,0.0156,0.8541,0.0083,0.8164,6.79,0,0,0,247,0.8082
CNET_13111.exe,0.7,BENIGN,RANSOMWARE,0.361,0.4999,0.2206,0.6003,0.171,0.6677,0.351,0.8405,0.2759,0.6521,7.99,0,0,0,0,0.3762
ResBParser.dll,0.9286,BENIGN,RANSOMWARE,0.7228,0.2287,0.506,0.2329,0.7684,0.2031,0.9028,0.3513,0.725,0.254,6.02,0,0,0,74,0.471
CNET_19843.exe,0.8568,BENIGN,RANSOMWARE,0.0735,0.0181,0.2917,0.0218,0.2082,0.0208,0.0292,0.0185,0.1506,0.0198,4.06,0,0,0,1,0.1308
xgboost.dll,0.5705,BENIGN,SUSPICIOUS,0.2001,0.6155,0.184,0.698,0.0899,0.6801,0.4878,0.8537,0.2404,0.7118,6.74,0,0,0,213,0.4714
AVGBrowserInstaller.exe,0.6483,BENIGN,SUSPICIOUS,0.2897,0.125,0.2361,0.1228,0.191,0.0854,0.9932,0.4176,0.4275,0.1877,8.0,0,0,0,55,0.2398
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0887,0.0219,0.065,0.0219,0.191,0.0285,0.6293,0.1369,0.2435,0.0523,6.71,0,1,0,512,0.1912
CNET_102694.exe,0.8311,BENIGN,RANSOMWARE,0.1037,0.0181,0.4279,0.0069,0.3684,0.0048,0.0292,0.0137,0.2323,0.0109,6.93,0,0,0,1,0.2215
FileZillaServer.exe,0.9514,BENIGN,RANSOMWARE,0.7409,0.5362,0.6446,0.6388,0.525,0.6044,0.6737,0.8165,0.646,0.649,6.46,0,0,0,176,0.0029
Sourceforge_1217.exe,0.7238,BENIGN,RANSOMWARE,0.3564,0.2287,0.2648,0.2329,0.2883,0.2295,0.1414,0.2429,0.2627,0.2335,5.43,0,0,0,1,0.0292
ir32_32original.dll,0.6978,BENIGN,RANSOMWARE,0.3488,0.5264,0.4332,0.3476,0.3266,0.3555,0.4878,0.3513,0.3991,0.3952,5.13,0,0,0,53,0.0039
gnsdk_fp.dll,0.7,BENIGN,RANSOMWARE,0.334,0.9588,0.3283,0.7788,0.3451,0.7817,0.8435,0.8541,0.4627,0.8433,6.82,0,0,0,86,0.3806
NSIS.exe,0.7,BENIGN,RANSOMWARE,0.3583,0.9493,0.0927,0.7788,0.0701,0.7817,0.8962,0.943,0.3543,0.8632,6.54,1,0,0,162,0.5089
mercury.exe,0.6899,BENIGN,RANSOMWARE,0.3756,0.8014,0.1529,0.5342,0.1079,0.4695,0.3638,0.9358,0.2501,0.6852,6.44,1,0,0,292,0.4352
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.979,BENIGN,RANSOMWARE,0.8728,0.164,0.9725,0.1756,0.9735,0.2156,0.9611,0.2429,0.945,0.1995,7.8,0,0,0,0,0.7454
graywallsetup.exe,0.9258,BENIGN,RANSOMWARE,0.6128,0.8378,0.4518,0.9098,0.4671,0.7941,0.9933,0.7655,0.6312,0.8268,7.98,0,0,0,83,0.1956
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0185,0.8936,0.0303,0.7199,0.0214,0.7184,0.4878,0.8541,0.1395,0.7965,5.84,0,0,0,166,0.657
Sourceforge_1496.exe,0.8703,BENIGN,RANSOMWARE,0.2729,0.2034,0.3066,0.3476,0.2976,0.3555,0.0799,0.1764,0.2393,0.2707,3.74,0,0,0,0,0.0315
UserInfo.dll,0.8546,BENIGN,RANSOMWARE,0.11,0.2287,0.1038,0.4845,0.1018,0.3393,0.0591,0.2817,0.0937,0.3336,3.34,0,0,0,17,0.2399
Sourceforge_6858.exe,0.8191,BENIGN,RANSOMWARE,0.1074,0.0181,0.1716,0.0218,0.233,0.0208,0.0515,0.0185,0.1409,0.0198,3.01,0,0,0,1,0.1211
CNET_250915.exe,0.8129,BENIGN,RANSOMWARE,0.1045,0.0181,0.3118,0.0218,0.2764,0.0208,0.0292,0.0185,0.1805,0.0198,6.19,0,0,0,1,0.1607
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0126,0.9004,0.0132,0.7716,0.008,0.7671,0.0594,0.8029,0.0233,0.8105,4.12,0,0,0,196,0.7872
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0021,0.9588,0.0014,0.7788,0.0,0.7817,0.0,0.8541,0.0009,0.8433,6.2,0,0,0,352,0.8425
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0176,0.0036,0.0176,0.0091,0.0339,0.0085,0.0292,0.0031,0.0246,0.0061,6.09,0,1,0,1,0.0185
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0128,0.0036,0.0416,0.0091,0.0493,0.0085,0.0462,0.0031,0.0375,0.0061,6.06,0,1,0,1,0.0314
Sourceforge_4547.exe,0.6489,BENIGN,SUSPICIOUS,0.1797,0.2287,0.2047,0.2329,0.2481,0.2295,0.1486,0.2429,0.1953,0.2335,7.62,0,0,0,1,0.0382
windowsperformancerecordercontrol.dll,0.7,BENIGN,RANSOMWARE,0.0435,0.8637,0.0235,0.7472,0.0105,0.5677,0.23,0.8541,0.0769,0.7582,6.42,0,0,0,248,0.6813
tapi32.dll,0.7,BENIGN,RANSOMWARE,0.0055,0.8674,0.0089,0.8125,0.0052,0.7827,0.0292,0.8826,0.0122,0.8363,6.63,0,0,0,152,0.8241
CNET_224793.exe,0.9686,BENIGN,RANSOMWARE,0.5917,0.8936,0.3071,0.9729,0.3067,0.9629,0.2308,0.9962,0.3591,0.9564,7.63,1,0,0,291,0.5973
mintty.exe,0.7,BENIGN,RANSOMWARE,0.0257,0.8805,0.0375,0.8386,0.0669,0.8254,0.0345,0.9026,0.0411,0.8618,5.72,0,0,0,470,0.8206
