file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
UserInfo.dll,0.6327,BENIGN,SUSPICIOUS,0.0971,0.2394,0.1022,0.3268,0.0997,0.2831,3.34,0,0,0,17,0.1835
Sourceforge_6858.exe,0.8639,BENIGN,RANSOMWARE,0.3089,0.0216,0.6317,0.0243,0.4703,0.0229,3.01,0,0,0,1,0.4474
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0077,0.9619,0.0,0.8261,0.0039,0.894,6.2,0,0,0,352,0.8901
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0172,0.0049,0.0286,0.0073,0.0229,0.0061,6.09,0,1,0,1,0.0168
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0157,0.0049,0.0383,0.0073,0.027,0.0061,6.06,0,1,0,1,0.0209
rdrleakdiag.exe,0.5554,BENIGN,SUSPICIOUS,0.0188,0.2725,0.0189,0.3938,0.0189,0.3331,5.64,1,0,0,131,0.3143
CNET_255231.exe,0.5317,BENIGN,SUSPICIOUS,0.1685,0.2169,0.2129,0.0793,0.1907,0.1481,7.09,0,0,0,1,0.0426
CNET_224793.exe,0.9394,BENIGN,RANSOMWARE,0.492,0.9159,0.1908,0.9758,0.3414,0.9458,7.63,1,0,0,291,0.6045
Sourceforge_7732.exe,0.5967,BENIGN,SUSPICIOUS,0.0931,0.0216,0.1815,0.0243,0.1373,0.0229,6.96,0,0,0,1,0.1144
mintty.exe,0.7619,BENIGN,RANSOMWARE,0.0485,0.8634,0.0545,0.8873,0.0515,0.8754,5.72,0,0,0,470,0.8239
netwlv64.sys,0.8215,BENIGN,RANSOMWARE,0.4859,0.0747,0.3896,0.1002,0.4378,0.0874,6.02,0,0,0,79,0.3504
