file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
DevicePairingWizard.exe,0.8048,BENIGN,RANSOMWARE,0.2915,0.8182,0.6001,0.6572,0.4458,0.7377,6.46,0,0,0,66,0.2919
Sourceforge_6858.exe,0.8225,BENIGN,RANSOMWARE,0.101,0.0193,0.2261,0.0201,0.1636,0.0197,3.01,0,0,0,1,0.1439
mercury.exe,0.9348,BENIGN,RANSOMWARE,0.817,0.9765,0.6056,0.9585,0.7113,0.9675,6.44,1,0,0,292,0.2562
softonic110.exe,0.723,BENIGN,RANSOMWARE,0.3272,0.0052,0.6701,0.0059,0.4986,0.0056,6.78,0,0,0,0,0.493
fusagent.exe,0.7766,BENIGN,RANSOMWARE,0.3828,0.4517,0.3687,0.441,0.3757,0.4463,6.05,0,0,0,102,0.0706
CNET_102510.exe,0.8109,BENIGN,RANSOMWARE,0.1681,0.2616,0.3289,0.2445,0.2485,0.253,7.79,0,0,0,1,0.0045
compact.exe,0.9351,BENIGN,RANSOMWARE,0.5881,0.8509,0.5381,0.8235,0.5631,0.8372,6.25,1,0,0,101,0.2742
rrinstaller.exe,0.7,BENIGN,RANSOMWARE,0.0671,0.9739,0.0407,0.936,0.0539,0.955,6.22,0,0,0,128,0.9011
openssl.exe,0.7,BENIGN,RANSOMWARE,0.3998,0.3808,0.3974,0.3477,0.3986,0.3643,6.63,0,0,0,125,0.0343
Sourceforge_2457.exe,0.5389,BENIGN,SUSPICIOUS,0.117,0.0193,0.1857,0.0201,0.1513,0.0197,3.79,0,0,0,1,0.1316
language.exe,0.7356,BENIGN,RANSOMWARE,0.4588,0.4366,0.5021,0.4024,0.4805,0.4195,7.42,0,0,0,113,0.0609
CNET_17848.exe,0.7349,BENIGN,RANSOMWARE,0.1576,0.2374,0.1814,0.32,0.1695,0.2787,7.15,0,0,0,1,0.1092
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0468,0.0052,0.0452,0.0059,0.046,0.0056,6.06,0,1,0,1,0.0404
CNET_262406.exe,0.7178,BENIGN,RANSOMWARE,0.0766,0.2616,0.1077,0.3778,0.0922,0.3197,7.67,0,0,0,1,0.2275
