file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_13111.exe,0.6736,BENIGN,RANSOMWARE,0.3597,0.4972,0.1525,0.5944,0.2561,0.5458,7.99,0,0,0,0,0.2897
ResBParser.dll,0.2491,BENIGN,RANSOMWARE,0.2732,0.2253,0.288,0.2358,0.2806,0.2306,6.02,0,0,0,74,0.0501
CNET_19843.exe,0.4894,BENIGN,RANSOMWARE,0.0461,0.0216,0.1325,0.0247,0.0893,0.0232,4.06,0,0,0,1,0.0661
wabimp.dll,0.2639,BENIGN,RANSOMWARE,0.0738,0.5057,0.0302,0.312,0.052,0.4088,6.27,0,0,0,85,0.3568
Sourceforge_2170.exe,0.2996,BENIGN,RANSOMWARE,0.158,0.2475,0.2362,0.2358,0.1971,0.2417,7.77,0,0,0,1,0.0446
xgboost.dll,0.86,BENIGN,RANSOMWARE,0.2225,0.6251,0.292,0.7577,0.2572,0.6914,6.74,0,0,0,213,0.4341
AVGBrowserInstaller.exe,0.8224,BENIGN,RANSOMWARE,0.8793,0.2253,0.5188,0.1861,0.6991,0.2057,8.0,0,0,0,55,0.4934
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0883,0.028,0.0941,0.0318,0.0912,0.0299,6.71,0,1,0,512,0.0613
CNET_8866.exe,0.4023,BENIGN,RANSOMWARE,0.0322,0.0216,0.0658,0.0247,0.049,0.0232,4.13,0,0,0,1,0.0258
Sourceforge_4338.exe,0.4719,BENIGN,RANSOMWARE,0.0562,0.0216,0.1652,0.0247,0.1107,0.0232,6.2,0,0,0,1,0.0875
CNET_102694.exe,0.2544,BENIGN,RANSOMWARE,0.0644,0.0216,0.3208,0.0048,0.1926,0.0132,6.93,0,0,0,1,0.1794
1790.exe,0.2161,BENIGN,RANSOMWARE,0.0322,0.0216,0.1039,0.0247,0.0681,0.0232,4.18,0,0,0,1,0.0449
FileZillaServer.exe,0.9906,BENIGN,RANSOMWARE,0.7213,0.5043,0.6091,0.7095,0.6652,0.6069,6.46,0,0,0,176,0.0583
Sourceforge_419.exe,0.7191,BENIGN,RANSOMWARE,0.0264,0.0216,0.1426,0.0247,0.0845,0.0232,5.85,0,0,0,1,0.0613
Sourceforge_841.exe,0.7542,BENIGN,RANSOMWARE,0.165,0.0216,0.2278,0.0247,0.1964,0.0232,7.23,0,0,0,1,0.1732
ddodiag.exe,0.293,BENIGN,RANSOMWARE,0.189,0.2253,0.1371,0.1807,0.1631,0.203,5.09,0,0,0,51,0.0399
SystemPropertiesAdvanced.exe,0.2613,BENIGN,RANSOMWARE,0.1478,0.2475,0.1457,0.2358,0.1467,0.2417,7.12,0,0,0,28,0.0949
1122.exe,0.6366,BENIGN,RANSOMWARE,0.2437,0.0216,0.1566,0.0247,0.2001,0.0232,7.35,0,0,0,1,0.177
Sourceforge_1217.exe,0.6894,BENIGN,RANSOMWARE,0.3779,0.2475,0.4084,0.2358,0.3932,0.2417,5.43,0,0,0,1,0.1515
ir32_32original.dll,0.8624,BENIGN,RANSOMWARE,0.2845,0.5511,0.276,0.3418,0.2802,0.4464,5.13,0,0,0,53,0.1662
chattr.exe,0.3561,BENIGN,RANSOMWARE,0.0168,0.1281,0.0855,0.2617,0.0511,0.1949,4.31,0,0,0,34,0.1437
540.exe,0.3041,BENIGN,RANSOMWARE,0.0249,0.2,0.035,0.3567,0.03,0.2784,7.06,0,0,0,1,0.2484
gnsdk_fp.dll,0.6379,BENIGN,RANSOMWARE,0.314,0.9613,0.2923,0.8343,0.3031,0.8978,6.82,0,0,0,86,0.5947
CNET_102829.exe,0.3751,BENIGN,RANSOMWARE,0.0401,0.2,0.0383,0.3567,0.0392,0.2784,7.52,0,0,0,1,0.2392
NSIS.exe,0.2437,BENIGN,RANSOMWARE,0.3331,0.951,0.1371,0.7621,0.2351,0.8565,6.54,1,0,0,162,0.6214
mercury.exe,0.5458,BENIGN,RANSOMWARE,0.4962,0.7492,0.1294,0.4558,0.3128,0.6025,6.44,1,0,0,292,0.2898
secproc_isv.dll,0.5293,BENIGN,RANSOMWARE,0.2831,0.2475,0.3046,0.2358,0.2939,0.2417,7.0,0,0,0,138,0.0522
w32.exe,0.4606,BENIGN,RANSOMWARE,0.2377,0.2253,0.1708,0.1807,0.2042,0.203,6.13,0,0,0,93,0.0013
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.9763,BENIGN,RANSOMWARE,0.9259,0.1778,0.9534,0.2348,0.9396,0.2063,7.8,0,0,0,0,0.7333
graywallsetup.exe,0.3564,BENIGN,RANSOMWARE,0.085,0.4415,0.0554,0.6806,0.0702,0.561,7.98,0,0,0,83,0.4908
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0181,0.8888,0.0633,0.766,0.0407,0.8274,5.84,0,0,0,166,0.7868
Sourceforge_1496.exe,0.8063,BENIGN,RANSOMWARE,0.2793,0.2,0.1851,0.3567,0.2322,0.2784,3.74,0,0,0,0,0.0462
ir41_qcoriginal.dll,0.2878,BENIGN,RANSOMWARE,0.4109,0.2475,0.0972,0.2358,0.2541,0.2417,6.4,0,0,0,47,0.0124
Sourceforge_7745.exe,0.4919,BENIGN,RANSOMWARE,0.0833,0.0216,0.217,0.0247,0.1502,0.0232,6.96,0,0,0,1,0.127
CNET_17848.exe,0.405,BENIGN,RANSOMWARE,0.0711,0.2,0.1039,0.3567,0.0875,0.2784,7.15,0,0,0,1,0.1909
Sourceforge_7820.exe,0.2329,BENIGN,RANSOMWARE,0.0322,0.2475,0.053,0.2358,0.0426,0.2417,7.55,0,0,0,1,0.199
libwaresource.dll,0.2851,BENIGN,RANSOMWARE,0.735,0.0585,0.2441,0.0139,0.4895,0.0362,7.99,0,0,0,0,0.4533
UserInfo.dll,0.94,BENIGN,RANSOMWARE,0.0889,0.2507,0.1092,0.383,0.099,0.3168,3.34,0,0,0,17,0.2178
Sourceforge_6858.exe,0.9422,BENIGN,RANSOMWARE,0.2858,0.0216,0.5158,0.0247,0.4008,0.0232,3.01,0,0,0,1,0.3776
CNET_247961.exe,0.4702,BENIGN,RANSOMWARE,0.0847,0.0216,0.1436,0.0247,0.1141,0.0232,7.06,0,0,0,1,0.0909
CNET_250915.exe,0.7698,BENIGN,RANSOMWARE,0.1083,0.0216,0.2461,0.0247,0.1772,0.0232,6.19,0,0,0,1,0.154
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0089,0.9613,0.0,0.8343,0.0045,0.8978,6.2,0,0,0,352,0.8933
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.017,0.0048,0.0375,0.0075,0.0272,0.0061,6.09,0,1,0,1,0.0211
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0147,0.0048,0.0349,0.0075,0.0248,0.0061,6.06,0,1,0,1,0.0187
1802.exe,0.4338,BENIGN,RANSOMWARE,0.1684,0.2475,0.1294,0.2358,0.1489,0.2417,7.7,0,0,0,1,0.0928
Sourceforge_7369.exe,0.2871,BENIGN,RANSOMWARE,0.0461,0.2475,0.053,0.2358,0.0496,0.2417,7.66,0,0,0,1,0.1921
Sourceforge_4547.exe,0.2054,BENIGN,RANSOMWARE,0.158,0.2475,0.2461,0.2358,0.202,0.2417,7.62,0,0,0,1,0.0396
ldd.exe,0.454,BENIGN,RANSOMWARE,0.0665,0.1281,0.086,0.2617,0.0763,0.1949,4.52,0,0,0,59,0.1186
rdrleakdiag.exe,0.3268,BENIGN,RANSOMWARE,0.0303,0.28,0.0239,0.3567,0.0271,0.3184,5.64,1,0,0,131,0.2913
Sourceforge_7144.exe,0.2565,BENIGN,RANSOMWARE,0.0401,0.2475,0.1238,0.2358,0.0819,0.2417,7.49,0,0,0,1,0.1597
Sourceforge_7211.exe,0.2187,BENIGN,RANSOMWARE,0.0407,0.2475,0.0309,0.2358,0.0358,0.2417,7.96,0,0,0,1,0.2058
msys-nettle-8.dll,0.3373,BENIGN,RANSOMWARE,0.2793,0.0909,0.1051,0.3147,0.1922,0.2028,6.79,0,0,0,19,0.0106
CNET_224793.exe,0.9482,BENIGN,RANSOMWARE,0.4579,0.9118,0.1482,0.9735,0.303,0.9426,7.63,1,0,0,291,0.6396
Sourceforge_7732.exe,0.518,BENIGN,RANSOMWARE,0.0994,0.0216,0.2056,0.0247,0.1525,0.0232,6.96,0,0,0,1,0.1293
nettle-lfib-stream.exe,0.3459,BENIGN,RANSOMWARE,0.0275,0.0909,0.0867,0.3147,0.0571,0.2028,3.92,0,0,0,19,0.1457
unins000.exe,0.3739,BENIGN,RANSOMWARE,0.0704,0.6543,0.0527,0.6967,0.0616,0.6755,6.58,0,0,0,583,0.6139
Sourceforge_2621.exe,0.5916,BENIGN,RANSOMWARE,0.1137,0.0216,0.2195,0.0247,0.1666,0.0232,6.91,0,0,0,1,0.1434
mintty.exe,0.2251,BENIGN,RANSOMWARE,0.024,0.8731,0.0384,0.8842,0.0312,0.8787,5.72,0,0,0,470,0.8475
netwlv64.sys,0.8931,BENIGN,RANSOMWARE,0.4256,0.0762,0.3618,0.103,0.3937,0.0896,6.02,0,0,0,79,0.3041
widevinecdm.dll,0.8218,BENIGN,RANSOMWARE,0.8767,0.1568,0.4432,0.1143,0.66,0.1356,7.69,1,0,0,181,0.5244
