file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
gitk.exe,0.7,BENIGN,RANSOMWARE,0.311,0.4739,0.0818,0.6288,0.14,0.5173,0.4622,0.6968,0.2487,0.5792,7.54,0,0,0,86,0.3304
2130.exe,0.5217,BENIGN,SUSPICIOUS,0.0195,0.0175,0.1388,0.0212,0.1194,0.0209,0.0274,0.0183,0.0762,0.0195,6.17,0,0,0,1,0.0568
Sourceforge_7714.exe,0.7,BENIGN,RANSOMWARE,0.1336,0.8982,0.1461,0.8835,0.3048,0.8921,0.2487,0.864,0.2083,0.8844,7.5,0,0,0,1,0.6761
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0403,0.8982,0.052,0.8835,0.051,0.8921,0.1096,0.864,0.0632,0.8844,7.89,0,0,0,1,0.8212
PerfBoost.exe,0.6634,BENIGN,RANSOMWARE,0.6679,0.0756,0.8146,0.179,0.6777,0.1209,0.8727,0.1423,0.7582,0.1294,5.96,0,0,0,118,0.6288
ffmpeg.dll,0.9301,BENIGN,RANSOMWARE,0.7106,0.0175,0.8901,0.0045,0.9226,0.0043,0.9293,0.0236,0.8631,0.0125,6.69,1,0,0,104,0.8507
tquery.dll,0.7,BENIGN,RANSOMWARE,0.0081,0.581,0.0014,0.7767,0.0018,0.8336,0.0392,0.9309,0.0126,0.7806,6.63,0,0,0,433,0.7679
Sourceforge_7719.exe,0.7,BENIGN,RANSOMWARE,0.1336,0.8982,0.1461,0.8835,0.3048,0.8921,0.2487,0.864,0.2083,0.8844,7.5,0,0,0,1,0.6761
wish.exe,0.7,BENIGN,RANSOMWARE,0.0115,0.8659,0.0081,0.8979,0.0042,0.8921,0.0169,0.6968,0.0101,0.8382,4.2,0,0,0,49,0.828
CNET_102372.exe,0.5722,BENIGN,SUSPICIOUS,0.1967,0.2683,0.312,0.2537,0.2844,0.2444,0.1366,0.2801,0.2324,0.2616,7.79,0,0,0,1,0.0292
x86_64-w64-mingw32-nmakehlp.exe,0.7494,BENIGN,RANSOMWARE,0.3319,0.3057,0.487,0.322,0.5172,0.2444,0.463,0.4622,0.4498,0.3336,4.94,0,0,0,81,0.1162
softonic62.exe,0.9668,BENIGN,RANSOMWARE,0.8067,0.9966,0.8026,0.9992,0.7601,0.9992,0.3695,0.9992,0.6847,0.9986,7.29,1,0,0,13,0.3138
vbajet32.dll,0.7,BENIGN,RANSOMWARE,0.3558,0.8659,0.1336,0.8979,0.0983,0.8921,0.5532,0.6968,0.2852,0.8382,4.73,0,0,0,50,0.5529
Sourceforge_1989.exe,0.6228,BENIGN,RANSOMWARE,0.0372,0.0175,0.2052,0.0212,0.2021,0.0209,0.0096,0.0183,0.1135,0.0195,6.12,0,0,0,1,0.0941
CNET_37589.exe,0.4932,BENIGN,SUSPICIOUS,0.3037,0.2683,0.145,0.2537,0.2072,0.2444,0.1492,0.2801,0.2013,0.2616,8.0,0,0,0,1,0.0603
racpldlg.dll,0.978,BENIGN,RANSOMWARE,0.6647,0.5013,0.7733,0.6062,0.9042,0.7764,0.4781,0.9055,0.7051,0.6974,7.07,0,0,0,285,0.0077
2237.exe,0.66,BENIGN,RANSOMWARE,0.0195,0.0175,0.2262,0.0212,0.1616,0.0209,0.0124,0.0183,0.1049,0.0195,6.11,0,0,0,1,0.0854
qcap.dll,0.5077,BENIGN,SUSPICIOUS,0.1104,0.335,0.3279,0.1882,0.4036,0.1758,0.7303,0.373,0.393,0.268,6.62,0,0,0,136,0.1251
CNET_257908.exe,0.7,BENIGN,RANSOMWARE,0.0828,0.8507,0.0081,0.8864,0.015,0.8921,0.0634,0.8777,0.0423,0.8767,5.57,1,0,0,122,0.8344
srcore.dll,0.7,BENIGN,RANSOMWARE,0.0062,0.9415,0.0061,0.7909,0.0046,0.8489,0.0321,0.9368,0.0122,0.8795,6.26,0,0,0,280,0.8672
getprocaddr64.exe,0.5634,BENIGN,SUSPICIOUS,0.1018,0.094,0.215,0.2296,0.1909,0.1427,0.055,0.2362,0.1407,0.1756,5.89,0,0,0,69,0.0349
mtxdm.dll,0.7,BENIGN,RANSOMWARE,0.0165,0.9046,0.0075,0.7192,0.0096,0.7503,0.0139,0.889,0.0119,0.8158,5.72,1,0,0,84,0.8039
1734.exe,0.4604,BENIGN,SUSPICIOUS,0.0177,0.0175,0.1286,0.0212,0.1224,0.0209,0.0132,0.0183,0.0705,0.0195,5.48,0,0,0,1,0.051
uninst.exe,0.874,BENIGN,RANSOMWARE,0.8806,0.2251,0.5619,0.197,0.6663,0.1953,0.6172,0.2164,0.6815,0.2084,7.05,1,0,0,165,0.4731
windows.ui.xaml.dll,0.5964,BENIGN,SUSPICIOUS,0.1675,0.2405,0.125,0.1244,0.2141,0.1676,0.1686,0.6968,0.1688,0.3073,6.78,0,0,0,498,0.1386
506.exe,0.4604,BENIGN,SUSPICIOUS,0.0177,0.0175,0.1286,0.0212,0.1224,0.0209,0.0132,0.0183,0.0705,0.0195,5.48,0,0,0,1,0.051
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0096,0.9775,0.0015,0.8927,0.0028,0.8921,0.0196,0.884,0.0084,0.9116,6.63,0,0,0,163,0.9032
CNET_201089.exe,0.7317,BENIGN,RANSOMWARE,0.0393,0.0175,0.1056,0.0212,0.1457,0.0209,0.0285,0.0183,0.0798,0.0195,6.0,0,0,0,1,0.0603
softonic99.exe,0.5742,BENIGN,SUSPICIOUS,0.3986,0.1736,0.6642,0.0868,0.4623,0.126,0.1521,0.2801,0.4193,0.1666,7.82,0,0,0,1,0.2527
2261.exe,0.6339,BENIGN,RANSOMWARE,0.0602,0.0175,0.285,0.0212,0.2503,0.0209,0.0268,0.0183,0.1556,0.0195,6.14,0,0,0,1,0.1361
Sourceforge_7662.exe,0.5586,BENIGN,SUSPICIOUS,0.1596,0.0175,0.2042,0.0212,0.1805,0.0209,0.0296,0.0183,0.1435,0.0195,5.99,0,0,0,1,0.124
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.0177,0.9775,0.0037,0.8927,0.0052,0.8921,0.0174,0.884,0.011,0.9116,5.85,0,0,0,59,0.9006
IntelWifiIhv06.dll,0.729,BENIGN,RANSOMWARE,0.0602,0.9775,0.2072,0.8927,0.1642,0.8921,0.3966,0.884,0.207,0.9116,6.23,0,0,0,69,0.7045
CNET_101540.exe,0.4755,BENIGN,SUSPICIOUS,0.0403,0.0736,0.3053,0.0722,0.2844,0.0834,0.0637,0.0682,0.1734,0.0744,7.2,0,0,0,1,0.0991
