file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_5465.exe,0.2256,BENIGN,RANSOMWARE,0.0926,0.2663,0.0285,0.2515,0.0605,0.2589,7.71,0,0,0,1,0.1984
FontCompiler.exe,0.3308,BENIGN,RANSOMWARE,0.0906,0.3126,0.129,0.2834,0.1098,0.298,6.41,0,0,0,107,0.1882
533.exe,0.2343,BENIGN,RANSOMWARE,0.0103,0.3205,0.0071,0.4618,0.0087,0.3912,6.22,0,0,0,1,0.3825
gui-64.exe,0.4697,BENIGN,RANSOMWARE,0.1437,0.8007,0.1335,0.6274,0.1386,0.7141,6.11,0,0,0,81,0.5755
winrs.exe,0.1295,BENIGN,SUSPICIOUS,0.22,0.7449,0.0639,0.5839,0.1419,0.6644,5.76,0,0,0,115,0.5225
CNET_256319.exe,0.3777,BENIGN,RANSOMWARE,0.1858,0.0035,0.2609,0.0016,0.2233,0.0025,6.29,0,0,0,1,0.2208
xampp_start.exe,0.2432,BENIGN,RANSOMWARE,0.1996,0.3126,0.1826,0.2834,0.1911,0.298,6.0,0,0,0,83,0.1069
CNET_236702.exe,0.2117,BENIGN,RANSOMWARE,0.0751,0.0472,0.129,0.0581,0.102,0.0527,3.69,0,0,0,1,0.0494
Sourceforge_4009.exe,0.1111,BENIGN,SUSPICIOUS,0.0917,0.0207,0.0714,0.0214,0.0815,0.0211,7.26,0,0,0,1,0.0605
Sourceforge_4561.exe,0.3281,BENIGN,RANSOMWARE,0.0978,0.0472,0.1494,0.0581,0.1236,0.0527,4.15,0,0,0,1,0.0709
Sourceforge_3253.exe,0.3884,BENIGN,RANSOMWARE,0.0978,0.2663,0.0777,0.2515,0.0877,0.2589,7.89,0,0,0,1,0.1711
limits.exe,0.644,BENIGN,RANSOMWARE,0.3969,0.3774,0.3403,0.3611,0.3686,0.3692,7.18,1,0,0,64,0.0006
softonic36.exe,0.2126,BENIGN,RANSOMWARE,0.1112,0.0207,0.1626,0.0214,0.1369,0.0211,7.01,0,0,0,1,0.1158
CNET_259827.exe,0.4336,BENIGN,RANSOMWARE,0.1685,0.0039,0.2609,0.0049,0.2147,0.0044,6.17,0,0,0,1,0.2103
CNET_253900.exe,0.1387,BENIGN,SUSPICIOUS,0.0775,0.0472,0.0347,0.0581,0.0561,0.0527,6.16,0,0,0,1,0.0035
Sourceforge_2536.exe,0.1363,BENIGN,SUSPICIOUS,0.133,0.0207,0.1278,0.0214,0.1304,0.0211,7.13,0,0,0,1,0.1094
Sourceforge_7687.exe,0.7,BENIGN,RANSOMWARE,0.1017,0.8007,0.0365,0.7957,0.0691,0.7982,7.69,0,0,0,1,0.7292
DIM.EXE,0.1731,BENIGN,SUSPICIOUS,0.2803,0.6093,0.0161,0.5134,0.1482,0.5613,5.68,0,0,0,187,0.4131
vnetstats.exe,0.1253,BENIGN,SUSPICIOUS,0.238,0.2628,0.1778,0.1881,0.2079,0.2254,5.96,0,0,0,102,0.0175
Sourceforge_7193.exe,0.399,BENIGN,RANSOMWARE,0.0186,0.3205,0.0026,0.4618,0.0106,0.3912,6.74,0,0,0,1,0.3806
PSEditor.exe,0.7,BENIGN,RANSOMWARE,0.0559,0.9249,0.008,0.767,0.0319,0.8459,6.5,1,0,0,307,0.814
Sourceforge_5466.exe,0.4538,BENIGN,RANSOMWARE,0.0926,0.2663,0.0363,0.2515,0.0644,0.2589,7.71,0,0,0,1,0.1944
nvsmartmaxapp64.exe,0.1294,BENIGN,SUSPICIOUS,0.3963,0.0472,0.2657,0.0135,0.331,0.0304,6.62,0,0,0,106,0.3006
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0415,0.8007,0.015,0.7957,0.0282,0.7982,7.13,0,0,0,1,0.77
CNET_261513.exe,0.4572,BENIGN,RANSOMWARE,0.1078,0.2663,0.1272,0.367,0.1175,0.3166,7.97,0,0,0,1,0.1991
Sourceforge_3221.exe,0.1315,BENIGN,SUSPICIOUS,0.0875,0.0207,0.0802,0.0214,0.0839,0.0211,6.45,0,0,0,1,0.0628
WcfSvcHost.exe,0.3066,BENIGN,RANSOMWARE,0.143,0.0035,0.2516,0.0016,0.1973,0.0025,6.22,0,0,0,1,0.1948
CNET_19292.exe,0.1232,BENIGN,SUSPICIOUS,0.049,0.0472,0.0547,0.0581,0.0519,0.0527,6.58,0,0,0,1,0.0008
1531.exe,0.1668,BENIGN,SUSPICIOUS,0.0577,0.0207,0.0765,0.0214,0.0671,0.0211,7.24,0,0,0,1,0.046
CNET_105222.exe,0.2713,BENIGN,RANSOMWARE,0.1996,0.2628,0.1787,0.3036,0.1892,0.2832,6.33,0,0,0,1,0.094
ielowutil.exe,0.1099,BENIGN,SUSPICIOUS,0.1591,0.8007,0.0242,0.6274,0.0917,0.7141,5.68,0,0,0,76,0.6224
Windows_22.exe,0.1595,BENIGN,SUSPICIOUS,0.076,0.4433,0.0071,0.3771,0.0416,0.4102,6.06,0,0,0,113,0.3686
2130.exe,0.6685,BENIGN,RANSOMWARE,0.0917,0.0207,0.1966,0.0214,0.1441,0.0211,6.17,0,0,0,1,0.1231
CNET_241652.exe,0.5722,BENIGN,RANSOMWARE,0.4178,0.0254,0.6782,0.0049,0.548,0.0152,5.29,0,0,0,0,0.5328
Sourceforge_45.exe,0.5964,BENIGN,RANSOMWARE,0.0565,0.0207,0.302,0.0214,0.1793,0.0211,4.5,0,0,0,1,0.1582
OIS.EXE,0.1446,BENIGN,SUSPICIOUS,0.1591,0.2628,0.0252,0.1881,0.0922,0.2254,6.0,0,0,0,164,0.1332
dtshost.exe,0.1694,BENIGN,SUSPICIOUS,0.1784,0.6986,0.0174,0.6513,0.0979,0.6749,6.53,1,0,0,147,0.5771
Sourceforge_227.exe,0.1534,BENIGN,SUSPICIOUS,0.0071,0.0207,0.0071,0.0214,0.0071,0.0211,4.9,0,0,0,1,0.014
Sourceforge_1909.exe,0.1081,BENIGN,SUSPICIOUS,0.1369,0.2628,0.0269,0.1499,0.0819,0.2063,4.05,0,0,0,1,0.1244
CNET_237179.exe,0.7,BENIGN,RANSOMWARE,0.0515,0.0027,0.0287,0.0,0.0401,0.0014,6.13,0,1,0,0,0.0387
CNET_15130.exe,0.1043,BENIGN,SUSPICIOUS,0.1228,0.0207,0.0828,0.0214,0.1028,0.0211,6.1,0,0,0,1,0.0818
CNET_204652.exe,0.3692,BENIGN,RANSOMWARE,0.0213,0.8007,0.0124,0.7957,0.0168,0.7982,7.55,0,0,0,1,0.7814
t64.exe,0.1667,BENIGN,SUSPICIOUS,0.1784,0.3126,0.0967,0.2834,0.1376,0.298,6.05,0,0,0,79,0.1604
119.exe,0.4761,BENIGN,RANSOMWARE,0.1078,0.2663,0.1193,0.2515,0.1136,0.2589,7.98,0,0,0,1,0.1453
CNET_45323.exe,0.2066,BENIGN,RANSOMWARE,0.0926,0.8007,0.0615,0.7957,0.0771,0.7982,7.73,0,0,0,1,0.7211
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0677,0.8007,0.0347,0.7957,0.0512,0.7982,7.42,0,0,0,1,0.747
Sourceforge_2661.exe,0.1597,BENIGN,SUSPICIOUS,0.0665,0.0207,0.0802,0.0214,0.0733,0.0211,6.56,0,0,0,1,0.0523
mip.exe,0.7,BENIGN,RANSOMWARE,0.0688,0.979,0.0169,0.9315,0.0428,0.9552,6.62,0,0,0,477,0.9124
285.exe,0.285,BENIGN,RANSOMWARE,0.0616,0.0207,0.1303,0.0214,0.0959,0.0211,3.89,0,0,0,1,0.0749
Sourceforge_4348.exe,0.3047,BENIGN,RANSOMWARE,0.1211,0.2663,0.0773,0.2515,0.0992,0.2589,7.98,0,0,0,1,0.1597
Sourceforge_2209.exe,0.1198,BENIGN,SUSPICIOUS,0.0775,0.0207,0.0835,0.0214,0.0805,0.0211,6.8,0,0,0,1,0.0594
cipher.exe,0.1732,BENIGN,SUSPICIOUS,0.238,0.5492,0.1134,0.2856,0.1757,0.4174,6.26,1,0,0,149,0.2417
CNET_215884.exe,0.1439,BENIGN,SUSPICIOUS,0.0213,0.0046,0.0668,0.0049,0.044,0.0048,5.27,0,0,0,0,0.0393
CNET_102682.exe,0.3261,BENIGN,RANSOMWARE,0.059,0.2628,0.0664,0.373,0.0627,0.3179,7.52,0,0,0,1,0.2552
569.exe,0.3572,BENIGN,RANSOMWARE,0.143,0.2663,0.1578,0.2515,0.1504,0.2589,7.53,0,0,0,1,0.1085
Sourceforge_3841.exe,0.1663,BENIGN,SUSPICIOUS,0.0605,0.2663,0.0337,0.2515,0.0471,0.2589,7.79,0,0,0,1,0.2118
1925.exe,0.2665,BENIGN,RANSOMWARE,0.0103,0.3205,0.0071,0.4618,0.0087,0.3912,5.8,0,0,0,1,0.3825
CNET_219512.exe,0.101,BENIGN,SUSPICIOUS,0.1842,0.0207,0.0734,0.0214,0.1288,0.0211,6.56,0,0,0,1,0.1077
WINWORD.EXE,0.1376,BENIGN,SUSPICIOUS,0.1967,0.2628,0.0363,0.2778,0.1165,0.2703,5.91,0,0,0,57,0.1538
CLVIEW.EXE,0.2167,BENIGN,RANSOMWARE,0.3963,0.2628,0.3162,0.0765,0.3562,0.1696,6.38,1,0,0,241,0.1866
Sourceforge_1742.exe,0.2625,BENIGN,RANSOMWARE,0.1335,0.2628,0.0448,0.188,0.0892,0.2254,7.73,0,0,0,0,0.1362
CNET_102697.exe,0.3293,BENIGN,RANSOMWARE,0.1858,0.2663,0.1953,0.2515,0.1905,0.2589,7.63,0,0,0,1,0.0683
1481.exe,0.1719,BENIGN,SUSPICIOUS,0.0617,0.0207,0.0798,0.0214,0.0707,0.0211,6.85,0,0,0,1,0.0496
AnimationCompiler.exe,0.3658,BENIGN,RANSOMWARE,0.1967,0.6781,0.079,0.6998,0.1379,0.689,5.57,0,0,0,63,0.5511
Sourceforge_17.exe,0.1514,BENIGN,SUSPICIOUS,0.0917,0.0472,0.1221,0.149,0.1069,0.0981,5.18,0,0,0,0,0.0088
mw_4a_update.exe,0.1392,BENIGN,SUSPICIOUS,0.1964,0.2628,0.1302,0.1881,0.1633,0.2254,6.79,0,0,0,101,0.0621
CNET_239020.exe,0.1662,BENIGN,SUSPICIOUS,0.1393,0.0035,0.1466,0.0016,0.143,0.0025,7.35,0,0,0,1,0.1405
DevicePairingWizard.exe,0.2508,BENIGN,RANSOMWARE,0.1133,0.8007,0.1335,0.6274,0.1234,0.7141,6.46,0,0,0,66,0.5906
Sourceforge_1740.exe,0.2323,BENIGN,RANSOMWARE,0.1271,0.2628,0.0401,0.188,0.0836,0.2254,7.72,0,0,0,0,0.1418
Sourceforge_7441.exe,0.7012,BENIGN,RANSOMWARE,0.1623,0.0207,0.281,0.0214,0.2216,0.0211,6.18,0,0,0,1,0.2006
wmpconfig.exe,0.1817,BENIGN,SUSPICIOUS,0.2019,0.8007,0.0967,0.6274,0.1493,0.7141,6.36,0,0,0,34,0.5647
softonic66.exe,0.1332,BENIGN,SUSPICIOUS,0.0072,0.0207,0.0071,0.0214,0.0071,0.0211,4.86,0,0,0,1,0.0139
Sourceforge_520.exe,0.3116,BENIGN,RANSOMWARE,0.0765,0.2663,0.0777,0.2515,0.0771,0.2589,7.51,0,0,0,1,0.1818
Sourceforge_6858.exe,0.6798,BENIGN,RANSOMWARE,0.0931,0.0207,0.2731,0.0214,0.1831,0.0211,3.01,0,0,0,1,0.162
207.exe,0.1746,BENIGN,SUSPICIOUS,0.143,0.2663,0.0805,0.2515,0.1117,0.2589,6.99,0,0,0,1,0.1471
Sourceforge_7819.exe,0.2988,BENIGN,RANSOMWARE,0.0692,0.2663,0.0835,0.2515,0.0763,0.2589,7.54,0,0,0,1,0.1825
Sourceforge_1970.exe,0.1198,BENIGN,SUSPICIOUS,0.0775,0.0207,0.0835,0.0214,0.0805,0.0211,6.8,0,0,0,1,0.0594
mercury.exe,0.3452,BENIGN,RANSOMWARE,0.2873,0.6357,0.1148,0.544,0.201,0.5898,6.44,1,0,0,292,0.3888
2094.exe,0.4761,BENIGN,RANSOMWARE,0.1078,0.2663,0.1239,0.2515,0.1159,0.2589,7.97,0,0,0,1,0.143
2033.exe,0.1137,BENIGN,SUSPICIOUS,0.0213,0.0472,0.0269,0.149,0.0241,0.0981,4.76,0,0,0,0,0.074
CNET_201089.exe,0.1983,BENIGN,SUSPICIOUS,0.0917,0.0207,0.1076,0.0214,0.0996,0.0211,6.0,0,0,0,1,0.0786
1796.exe,0.1566,BENIGN,SUSPICIOUS,0.0071,0.0207,0.0071,0.0214,0.0071,0.0211,4.63,0,0,0,1,0.014
msoev.exe,0.1426,BENIGN,SUSPICIOUS,0.1784,0.3126,0.0757,0.2622,0.1271,0.2874,6.16,0,0,0,63,0.1604
fusagent.exe,0.228,BENIGN,RANSOMWARE,0.1141,0.2611,0.129,0.2063,0.1215,0.2337,6.05,0,0,0,102,0.1122
armsvc.exe,0.2425,BENIGN,RANSOMWARE,0.2593,0.6036,0.1787,0.3195,0.219,0.4616,6.14,0,0,0,170,0.2425
127.exe,0.4301,BENIGN,RANSOMWARE,0.1623,0.0207,0.2016,0.0214,0.182,0.0211,7.11,0,0,0,1,0.1609
Sourceforge_2182.exe,0.9534,BENIGN,RANSOMWARE,0.2494,0.0207,0.5518,0.0214,0.4006,0.0211,6.18,0,0,0,1,0.3795
1382.exe,0.1271,BENIGN,SUSPICIOUS,0.0765,0.0207,0.0922,0.0214,0.0844,0.0211,7.23,0,0,0,1,0.0633
CNET_102510.exe,0.5761,BENIGN,RANSOMWARE,0.1037,0.2663,0.1302,0.2515,0.1169,0.2589,7.79,0,0,0,1,0.142
compact.exe,0.2728,BENIGN,RANSOMWARE,0.1366,0.4191,0.1242,0.3173,0.1304,0.3682,6.25,1,0,0,101,0.2378
Sourceforge_7791.exe,0.1136,BENIGN,SUSPICIOUS,0.0602,0.0472,0.1076,0.0581,0.0839,0.0527,6.11,0,0,0,1,0.0312
Sourceforge_4914.exe,0.1566,BENIGN,SUSPICIOUS,0.0071,0.0207,0.0071,0.0214,0.0071,0.0211,4.68,0,0,0,1,0.014
CNET_103057.exe,0.2187,BENIGN,RANSOMWARE,0.0252,0.0207,0.0258,0.0214,0.0255,0.0211,7.25,0,0,0,1,0.0044
CNET_101763.exe,0.4771,BENIGN,RANSOMWARE,0.0415,0.0207,0.232,0.0214,0.1368,0.0211,5.49,0,0,0,1,0.1157
CNET_229966.exe,0.1687,BENIGN,SUSPICIOUS,0.0303,0.0472,0.0285,0.0581,0.0294,0.0527,6.89,0,0,0,1,0.0233
rrinstaller.exe,0.7,BENIGN,RANSOMWARE,0.0652,0.979,0.0602,0.9315,0.0627,0.9552,6.22,0,0,0,128,0.8926
XLICONS.EXE,0.1127,BENIGN,SUSPICIOUS,0.2702,0.0046,0.0923,0.0016,0.1812,0.0031,7.21,0,0,0,0,0.1781
Sourceforge_6548.exe,0.6396,BENIGN,RANSOMWARE,0.1404,0.2663,0.1764,0.2515,0.1584,0.2589,7.96,0,0,0,1,0.1005
DtsDebugHost.exe,0.1428,BENIGN,SUSPICIOUS,0.2623,0.6986,0.0415,0.6513,0.1519,0.6749,6.47,1,0,0,160,0.523
openssl.exe,0.4876,BENIGN,RANSOMWARE,0.3866,0.3736,0.3828,0.317,0.3847,0.3453,6.63,0,0,0,125,0.0394
Sourceforge_5537.exe,0.2659,BENIGN,RANSOMWARE,0.0263,0.0207,0.0262,0.0214,0.0262,0.0211,7.13,0,0,0,1,0.0052
Sourceforge_6131.exe,0.3191,BENIGN,RANSOMWARE,0.1017,0.2663,0.0661,0.2515,0.0839,0.2589,7.93,0,0,0,1,0.175
CNET_204219.exe,0.158,BENIGN,SUSPICIOUS,0.0617,0.0328,0.0967,0.04,0.0792,0.0364,6.7,0,0,0,1,0.0428
softonic35.exe,0.1261,BENIGN,SUSPICIOUS,0.0903,0.0207,0.0802,0.0214,0.0852,0.0211,6.98,0,0,0,1,0.0642
853.exe,0.4761,BENIGN,RANSOMWARE,0.1078,0.2663,0.1193,0.2515,0.1136,0.2589,7.98,0,0,0,1,0.1453
language.exe,0.596,BENIGN,RANSOMWARE,0.4918,0.4117,0.4678,0.3179,0.4798,0.3648,7.42,0,0,0,113,0.115
CNET_17848.exe,0.4612,BENIGN,RANSOMWARE,0.0627,0.2628,0.074,0.373,0.0683,0.3179,7.15,0,0,0,1,0.2496
Sourceforge_6895.exe,0.122,BENIGN,SUSPICIOUS,0.0283,0.0472,0.0248,0.149,0.0265,0.0981,5.68,0,0,0,0,0.0716
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0515,0.0043,0.0615,0.0049,0.0565,0.0046,6.06,0,1,0,1,0.0519
CNET_222075.exe,0.417,BENIGN,RANSOMWARE,0.1377,0.2663,0.1541,0.2515,0.1459,0.2589,7.6,0,0,0,1,0.113
WSReset.exe,0.1299,BENIGN,SUSPICIOUS,0.1784,0.3126,0.0165,0.2834,0.0975,0.298,3.02,0,0,0,34,0.2006
CNET_262406.exe,0.3954,BENIGN,RANSOMWARE,0.1112,0.2663,0.1335,0.367,0.1223,0.3166,7.67,0,0,0,1,0.1943
Sourceforge_2172.exe,0.2261,BENIGN,RANSOMWARE,0.1784,0.0208,0.2219,0.0094,0.2001,0.0151,7.77,0,0,0,1,0.1851
438.exe,0.4761,BENIGN,RANSOMWARE,0.1078,0.2663,0.1239,0.2515,0.1159,0.2589,7.97,0,0,0,1,0.143
a2p.exe,0.2966,BENIGN,RANSOMWARE,0.0855,0.3126,0.1324,0.2834,0.109,0.298,5.74,0,0,0,38,0.189
unpack200.exe,0.107,BENIGN,SUSPICIOUS,0.0854,0.2628,0.0248,0.1881,0.0551,0.2254,5.78,0,0,0,72,0.1703
1120.exe,0.1185,BENIGN,SUSPICIOUS,0.0071,0.0207,0.0071,0.0214,0.0071,0.0211,5.53,0,0,0,1,0.014
