file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_2011.exe,0.7,BENIGN,RANSOMWARE,0.0233,0.8908,0.0049,0.8721,0.0052,0.9028,0.0251,0.8684,0.0146,0.8835,7.49,0,0,0,1,0.8689
softonic148.exe,0.7,BENIGN,RANSOMWARE,0.0308,0.5452,0.0105,0.8526,0.0234,0.8254,0.0251,0.8776,0.0224,0.7752,7.93,0,0,0,1,0.7528
inject_dll_x86.exe,0.7921,BENIGN,RANSOMWARE,0.5897,0.0754,0.4978,0.0999,0.5269,0.0417,0.6489,0.0333,0.5658,0.0626,6.59,0,0,0,87,0.5033
txflog.dll,0.7,BENIGN,RANSOMWARE,0.1959,0.8908,0.086,0.6949,0.0201,0.7607,0.0562,0.7641,0.0896,0.7776,6.43,1,0,0,126,0.6881
Sourceforge_7714.exe,0.6854,BENIGN,RANSOMWARE,0.1545,0.8908,0.0642,0.8721,0.26,0.9028,0.2314,0.8684,0.1775,0.8835,7.5,0,0,0,1,0.706
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0654,0.8908,0.0185,0.8721,0.0588,0.9028,0.0569,0.8684,0.0499,0.8835,7.89,0,0,0,1,0.8336
PerfBoost.exe,0.9157,BENIGN,RANSOMWARE,0.7856,0.1245,0.6935,0.148,0.8112,0.1453,0.7763,0.1346,0.7667,0.1381,5.96,0,0,0,118,0.6286
CNET_20572.exe,0.5897,BENIGN,SUSPICIOUS,0.524,0.2138,0.3733,0.2959,0.4534,0.2107,0.183,0.1971,0.3834,0.2294,7.62,0,0,0,1,0.154
ffmpeg.dll,0.7,BENIGN,RANSOMWARE,0.8028,0.0177,0.7351,0.0045,0.9425,0.0104,0.9064,0.01,0.8467,0.0107,6.69,1,0,0,104,0.836
Sourceforge_7719.exe,0.6854,BENIGN,RANSOMWARE,0.1545,0.8908,0.0642,0.8721,0.26,0.9028,0.2314,0.8684,0.1775,0.8835,7.5,0,0,0,1,0.706
wish.exe,0.7,BENIGN,RANSOMWARE,0.022,0.6215,0.0091,0.8927,0.0042,0.9028,0.0113,0.866,0.0116,0.8207,4.2,0,0,0,49,0.8091
x86_64-w64-mingw32-nmakehlp.exe,0.7792,BENIGN,RANSOMWARE,0.2863,0.3235,0.3127,0.2473,0.4555,0.2753,0.4788,0.3084,0.3833,0.2886,4.94,0,0,0,81,0.0947
softonic62.exe,0.7927,BENIGN,RANSOMWARE,0.4175,0.9746,0.2918,0.8847,0.242,0.9332,0.2973,0.9932,0.3122,0.9464,7.29,1,0,0,13,0.6343
vbajet32.dll,0.8644,BENIGN,RANSOMWARE,0.4288,0.6215,0.1115,0.8927,0.1018,0.9028,0.3778,0.866,0.255,0.8207,4.73,0,0,0,50,0.5658
CNET_37589.exe,0.6846,BENIGN,RANSOMWARE,0.3707,0.2735,0.3038,0.2473,0.1875,0.243,0.1532,0.2628,0.2538,0.2567,8.0,0,0,0,1,0.0029
racpldlg.dll,0.7957,BENIGN,RANSOMWARE,0.3064,0.2897,0.2814,0.3734,0.3523,0.4338,0.2333,0.5043,0.2933,0.4003,7.07,0,0,0,285,0.1069
CNET_257908.exe,0.7,BENIGN,RANSOMWARE,0.0699,0.8908,0.0267,0.9177,0.0166,0.8893,0.0192,0.7704,0.0331,0.8671,5.57,1,0,0,122,0.834
srcore.dll,0.7,BENIGN,RANSOMWARE,0.0165,0.9393,0.0048,0.8311,0.0029,0.8762,0.0062,0.9149,0.0076,0.8904,6.26,0,0,0,280,0.8828
mtxdm.dll,0.7,BENIGN,RANSOMWARE,0.0171,0.9235,0.0154,0.7364,0.0051,0.7204,0.0055,0.8038,0.0108,0.796,5.72,1,0,0,84,0.7853
uninst.exe,0.588,BENIGN,SUSPICIOUS,0.7571,0.2278,0.704,0.1865,0.4932,0.1975,0.7162,0.199,0.6676,0.2027,7.05,1,0,0,165,0.4649
t32_2870.exe,0.7194,BENIGN,RANSOMWARE,0.6559,0.0783,0.2219,0.0831,0.5134,0.0856,0.4193,0.0822,0.4526,0.0823,6.11,0,0,0,78,0.3703
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0195,0.9545,0.0027,0.8891,0.0016,0.9028,0.002,0.8684,0.0064,0.9037,6.63,0,0,0,163,0.8972
softonic99.exe,0.6649,BENIGN,SUSPICIOUS,0.1608,0.1669,0.7469,0.108,0.4572,0.1521,0.2314,0.1155,0.3991,0.1356,7.82,0,0,0,1,0.2634
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.024,0.9545,0.0027,0.8891,0.0071,0.9028,0.0074,0.8684,0.0103,0.9037,5.85,0,0,0,59,0.8934
IntelWifiIhv06.dll,0.7,BENIGN,RANSOMWARE,0.149,0.9545,0.1321,0.8891,0.1556,0.9028,0.4361,0.8684,0.2182,0.9037,6.23,0,0,0,69,0.6855
