file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_2011.exe,0.7,BENIGN,RANSOMWARE,0.0141,0.8582,0.0063,0.8316,0.0064,0.8428,0.0204,0.8132,0.0118,0.8365,7.49,0,0,0,1,0.8246
Sourceforge_3892.exe,0.655,BENIGN,SUSPICIOUS,0.0173,0.018,0.3033,0.0243,0.1639,0.0242,0.0445,0.0204,0.1322,0.0217,4.08,0,0,0,1,0.1105
serwvdrv.dll,0.6721,BENIGN,SUSPICIOUS,0.2139,0.5853,0.0464,0.3643,0.0209,0.367,0.1474,0.4659,0.1071,0.4456,5.76,1,0,0,64,0.3385
softonic148.exe,0.7,BENIGN,RANSOMWARE,0.0253,0.5354,0.0123,0.8316,0.0269,0.8336,0.0204,0.8838,0.0212,0.7711,7.93,0,0,0,1,0.7499
Sourceforge_2337.exe,0.7453,BENIGN,RANSOMWARE,0.077,0.018,0.3081,0.0243,0.1992,0.0242,0.0553,0.0204,0.1599,0.0217,7.11,0,0,0,1,0.1382
inject_dll_x86.exe,0.7626,BENIGN,RANSOMWARE,0.6508,0.059,0.475,0.0924,0.5596,0.0531,0.7304,0.0378,0.6039,0.0606,6.59,0,0,0,87,0.5434
txflog.dll,0.7,BENIGN,RANSOMWARE,0.1514,0.9068,0.0579,0.7404,0.0379,0.7436,0.0582,0.8456,0.0764,0.8091,6.43,1,0,0,126,0.7327
gitk.exe,0.6191,BENIGN,SUSPICIOUS,0.1797,0.5007,0.044,0.6191,0.0439,0.56,0.3307,0.6229,0.1496,0.5757,7.54,0,0,0,86,0.4261
Sourceforge_7714.exe,0.7,BENIGN,RANSOMWARE,0.0872,0.8582,0.032,0.8316,0.0487,0.8428,0.1749,0.8132,0.0857,0.8365,7.5,0,0,0,1,0.7508
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0872,0.8582,0.0296,0.8316,0.0339,0.8428,0.0772,0.8132,0.057,0.8365,7.89,0,0,0,1,0.7795
PerfBoost.exe,0.7081,BENIGN,RANSOMWARE,0.704,0.1243,0.7733,0.1511,0.6433,0.1266,0.807,0.171,0.7319,0.1432,5.96,0,0,0,118,0.5887
CNET_20572.exe,0.5691,BENIGN,SUSPICIOUS,0.4703,0.1939,0.2928,0.136,0.2678,0.1274,0.195,0.1689,0.3065,0.1565,7.62,0,0,0,1,0.15
ffmpeg.dll,0.8556,BENIGN,RANSOMWARE,0.7837,0.018,0.8074,0.0058,0.8809,0.0052,0.9321,0.0204,0.851,0.0124,6.69,1,0,0,104,0.8387
Sourceforge_7719.exe,0.7,BENIGN,RANSOMWARE,0.0872,0.8582,0.032,0.8316,0.0487,0.8428,0.1749,0.8132,0.0857,0.8365,7.5,0,0,0,1,0.7508
wish.exe,0.7,BENIGN,RANSOMWARE,0.0267,0.5853,0.0066,0.9,0.0046,0.8943,0.0127,0.8132,0.0127,0.7982,4.2,0,0,0,49,0.7855
CNET_102372.exe,0.6038,BENIGN,SUSPICIOUS,0.1877,0.2864,0.2296,0.2486,0.2528,0.2484,0.2999,0.2695,0.2425,0.2632,7.79,0,0,0,1,0.0207
x86_64-w64-mingw32-nmakehlp.exe,0.7423,BENIGN,RANSOMWARE,0.2617,0.3315,0.4766,0.2486,0.3699,0.2484,0.5998,0.3179,0.427,0.2866,4.94,0,0,0,81,0.1404
softonic62.exe,0.7449,BENIGN,RANSOMWARE,0.3721,0.9669,0.273,0.8998,0.1823,0.8145,0.4666,0.9938,0.3235,0.9188,7.29,1,0,0,13,0.5953
CNET_22402.exe,0.5462,BENIGN,SUSPICIOUS,0.0253,0.018,0.1701,0.0243,0.119,0.0242,0.062,0.0204,0.0941,0.0217,6.93,0,0,0,1,0.0724
Sourceforge_2961.exe,0.5589,BENIGN,SUSPICIOUS,0.0117,0.018,0.2584,0.0243,0.1153,0.0242,0.0154,0.0204,0.1002,0.0217,5.27,0,0,0,1,0.0785
vbajet32.dll,0.8778,BENIGN,RANSOMWARE,0.3654,0.5853,0.1403,0.9,0.1058,0.8943,0.4387,0.8132,0.2625,0.7982,4.73,0,0,0,50,0.5357
Sourceforge_1989.exe,0.603,BENIGN,SUSPICIOUS,0.0351,0.018,0.1531,0.0243,0.1049,0.0242,0.0274,0.0204,0.0801,0.0217,6.12,0,0,0,1,0.0584
racpldlg.dll,0.892,BENIGN,RANSOMWARE,0.2818,0.3026,0.3166,0.3779,0.3398,0.3804,0.4588,0.7844,0.3493,0.4613,7.07,0,0,0,285,0.1121
2237.exe,0.5632,BENIGN,SUSPICIOUS,0.0165,0.018,0.2759,0.0243,0.1513,0.0242,0.0434,0.0204,0.1218,0.0217,6.11,0,0,0,1,0.1001
windows.storage.dll,0.6738,BENIGN,SUSPICIOUS,0.216,0.0505,0.2725,0.0123,0.3161,0.0199,0.0544,0.0174,0.2147,0.025,6.79,0,0,0,615,0.1897
CNET_257908.exe,0.7,BENIGN,RANSOMWARE,0.0915,0.8502,0.0111,0.8736,0.0119,0.8766,0.0445,0.8642,0.0398,0.8662,5.57,1,0,0,122,0.8264
srcore.dll,0.7,BENIGN,RANSOMWARE,0.0127,0.9267,0.0038,0.8316,0.0045,0.8611,0.0096,0.8669,0.0076,0.8716,6.26,0,0,0,280,0.8639
CNET_23707.exe,0.5941,BENIGN,SUSPICIOUS,0.0117,0.2433,0.0296,0.1923,0.0177,0.3204,0.0111,0.4208,0.0175,0.2942,5.47,0,0,0,1,0.2767
mtxdm.dll,0.7,BENIGN,RANSOMWARE,0.0167,0.9121,0.0058,0.7404,0.0052,0.7228,0.0091,0.8216,0.0092,0.7992,5.72,1,0,0,84,0.79
1734.exe,0.6582,BENIGN,SUSPICIOUS,0.0132,0.018,0.1848,0.0243,0.1357,0.0242,0.0274,0.0204,0.0903,0.0217,5.48,0,0,0,1,0.0686
uninst.exe,0.9062,BENIGN,RANSOMWARE,0.7735,0.2391,0.6703,0.1901,0.8116,0.1865,0.4588,0.0728,0.6785,0.1721,7.05,1,0,0,165,0.5064
windows.ui.xaml.dll,0.7048,BENIGN,RANSOMWARE,0.1152,0.3222,0.1772,0.0389,0.2134,0.106,0.1211,0.4716,0.1567,0.2347,6.78,0,0,0,498,0.078
wuceffects.dll,0.628,BENIGN,SUSPICIOUS,0.1176,0.5853,0.1325,0.3643,0.136,0.367,0.2321,0.4659,0.1546,0.4456,6.63,1,0,0,114,0.2911
506.exe,0.6582,BENIGN,SUSPICIOUS,0.0132,0.018,0.1848,0.0243,0.1357,0.0242,0.0274,0.0204,0.0903,0.0217,5.48,0,0,0,1,0.0686
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0096,0.9239,0.0023,0.8422,0.0021,0.8584,0.0024,0.8216,0.0041,0.8615,6.63,0,0,0,163,0.8574
softonic99.exe,0.8876,BENIGN,RANSOMWARE,0.1766,0.1677,0.4931,0.1101,0.4593,0.128,0.1749,0.1719,0.326,0.1444,7.82,0,0,0,1,0.1815
Sourceforge_6131.exe,0.5636,BENIGN,SUSPICIOUS,0.1816,0.2864,0.0724,0.2486,0.1786,0.2484,0.1175,0.2695,0.1375,0.2632,7.93,0,0,0,1,0.1257
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.0167,0.9239,0.0029,0.8422,0.0022,0.8584,0.0088,0.8216,0.0077,0.8615,5.85,0,0,0,59,0.8538
IntelWifiIhv06.dll,0.7,BENIGN,RANSOMWARE,0.1086,0.9239,0.1104,0.8422,0.0623,0.8584,0.3811,0.8216,0.1656,0.8615,6.23,0,0,0,69,0.6959
