file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0677,0.8007,0.0347,0.7957,0.0512,0.7982,7.42,0,0,0,1,0.747
mip.exe,0.7,BENIGN,RANSOMWARE,0.0688,0.979,0.0169,0.9315,0.0428,0.9552,6.62,0,0,0,477,0.9124
Sourceforge_7441.exe,0.7012,BENIGN,RANSOMWARE,0.1623,0.0207,0.281,0.0214,0.2216,0.0211,6.18,0,0,0,1,0.2006
Sourceforge_6858.exe,0.6798,BENIGN,RANSOMWARE,0.0931,0.0207,0.2731,0.0214,0.1831,0.0211,3.01,0,0,0,1,0.162
2094.exe,0.4761,BENIGN,SUSPICIOUS,0.1078,0.2663,0.1239,0.2515,0.1159,0.2589,7.97,0,0,0,1,0.143
127.exe,0.4301,BENIGN,SUSPICIOUS,0.1623,0.0207,0.2016,0.0214,0.182,0.0211,7.11,0,0,0,1,0.1609
Sourceforge_2182.exe,0.9534,BENIGN,RANSOMWARE,0.2494,0.0207,0.5518,0.0214,0.4006,0.0211,6.18,0,0,0,1,0.3795
CNET_102510.exe,0.5761,BENIGN,SUSPICIOUS,0.1037,0.2663,0.1302,0.2515,0.1169,0.2589,7.79,0,0,0,1,0.142
CNET_101763.exe,0.4771,BENIGN,SUSPICIOUS,0.0415,0.0207,0.232,0.0214,0.1368,0.0211,5.49,0,0,0,1,0.1157
rrinstaller.exe,0.7,BENIGN,RANSOMWARE,0.0652,0.979,0.0602,0.9315,0.0627,0.9552,6.22,0,0,0,128,0.8926
Sourceforge_6548.exe,0.6396,BENIGN,RANSOMWARE,0.1404,0.2663,0.1764,0.2515,0.1584,0.2589,7.96,0,0,0,1,0.1005
openssl.exe,0.7,BENIGN,RANSOMWARE,0.3866,0.3736,0.3828,0.317,0.3847,0.3453,6.63,0,0,0,125,0.0394
853.exe,0.4761,BENIGN,SUSPICIOUS,0.1078,0.2663,0.1193,0.2515,0.1136,0.2589,7.98,0,0,0,1,0.1453
language.exe,0.7,BENIGN,RANSOMWARE,0.4918,0.4117,0.4678,0.3179,0.4798,0.3648,7.42,0,0,0,113,0.115
CNET_17848.exe,0.4612,BENIGN,SUSPICIOUS,0.0627,0.2628,0.074,0.373,0.0683,0.3179,7.15,0,0,0,1,0.2496
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0515,0.0043,0.0615,0.0049,0.0565,0.0046,6.06,0,1,0,1,0.0519
438.exe,0.4761,BENIGN,SUSPICIOUS,0.1078,0.2663,0.1239,0.2515,0.1159,0.2589,7.97,0,0,0,1,0.143
