file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0235,0.8438,0.0112,0.8201,0.0165,0.8591,0.0123,0.8259,0.0159,0.8372,7.13,0,0,0,1,0.8214
Sourceforge_4525.exe,0.4288,BENIGN,SUSPICIOUS,0.1499,0.2825,0.1773,0.2541,0.1101,0.2553,0.1324,0.2604,0.1424,0.2631,7.61,0,0,0,1,0.1206
CNET_231146.exe,0.396,BENIGN,SUSPICIOUS,0.0368,0.2825,0.0199,0.3748,0.0266,0.3473,0.014,0.3255,0.0243,0.3325,7.09,0,0,0,1,0.3082
softonic80.exe,0.4679,BENIGN,SUSPICIOUS,0.1596,0.2426,0.4104,0.2343,0.2449,0.1877,0.1456,0.1984,0.2401,0.2157,7.63,0,0,0,1,0.0244
ShaderCompiler.exe,0.4583,BENIGN,SUSPICIOUS,0.1658,0.3279,0.2309,0.2541,0.31,0.2553,0.3335,0.2842,0.26,0.2804,6.5,0,0,0,141,0.0203
Sourceforge_2991.exe,0.6941,BENIGN,RANSOMWARE,0.1658,0.2825,0.3131,0.2541,0.3518,0.2553,0.2056,0.2604,0.2591,0.2631,7.63,0,0,0,1,0.004
Sourceforge_2011.exe,0.7,BENIGN,RANSOMWARE,0.0248,0.8438,0.0072,0.8201,0.0078,0.8591,0.0357,0.8259,0.0189,0.8372,7.49,0,0,0,1,0.8183
CNET_215886.exe,0.5577,BENIGN,RANSOMWARE,0.0082,0.0187,0.2648,0.025,0.0646,0.0232,0.0096,0.0219,0.0868,0.0222,5.21,0,0,0,1,0.0646
Sourceforge_7714.exe,0.7,BENIGN,RANSOMWARE,0.109,0.8438,0.0726,0.8201,0.1024,0.8591,0.1802,0.8259,0.1161,0.8372,7.5,0,0,0,1,0.7212
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0808,0.8438,0.0184,0.8201,0.0543,0.8591,0.0633,0.8259,0.0542,0.8372,7.89,0,0,0,1,0.783
iisexpress.exe,0.4399,BENIGN,SUSPICIOUS,0.5899,0.2825,0.2402,0.141,0.4096,0.1898,0.5726,0.3448,0.4531,0.2395,7.29,0,0,0,132,0.2136
Sourceforge_7719.exe,0.7,BENIGN,RANSOMWARE,0.109,0.8438,0.0726,0.8201,0.1024,0.8591,0.1802,0.8259,0.1161,0.8372,7.5,0,0,0,1,0.7212
Sourceforge_41.exe,0.4313,BENIGN,SUSPICIOUS,0.0857,0.0187,0.3517,0.025,0.1818,0.0232,0.0875,0.0219,0.1767,0.0222,6.16,0,0,0,1,0.1545
CNET_102372.exe,0.6164,BENIGN,RANSOMWARE,0.2712,0.2825,0.2265,0.2541,0.4304,0.2553,0.2749,0.2604,0.3007,0.2631,7.79,0,0,0,1,0.0376
softonic62.exe,0.7387,BENIGN,RANSOMWARE,0.3582,0.974,0.2939,0.9007,0.2068,0.9861,0.2616,0.9926,0.2801,0.9633,7.29,1,0,0,13,0.6832
Sourceforge_2961.exe,0.7761,BENIGN,RANSOMWARE,0.0088,0.0187,0.1689,0.025,0.1295,0.0232,0.0097,0.0219,0.0792,0.0222,5.27,0,0,0,1,0.057
vbajet32.dll,0.4174,BENIGN,SUSPICIOUS,0.2218,0.5205,0.0819,0.7654,0.0685,0.8078,0.2213,0.7589,0.1484,0.7132,4.73,0,0,0,50,0.5648
racpldlg.dll,0.8825,BENIGN,RANSOMWARE,0.1979,0.2825,0.3112,0.3759,0.3565,0.4297,0.2093,0.5564,0.2687,0.4111,7.07,0,0,0,285,0.1424
windows.storage.dll,0.7126,BENIGN,RANSOMWARE,0.2119,0.0505,0.3049,0.0246,0.2532,0.0209,0.0688,0.0277,0.2097,0.0309,6.79,0,0,0,615,0.1788
CNET_21986.exe,0.6335,BENIGN,RANSOMWARE,0.2729,0.1556,0.3522,0.1417,0.2888,0.167,0.1547,0.1962,0.2671,0.1651,7.94,0,0,0,1,0.102
uninst.exe,0.6757,BENIGN,RANSOMWARE,0.7933,0.2292,0.7406,0.1902,0.7174,0.1759,0.6618,0.2014,0.7283,0.1992,7.05,1,0,0,165,0.5291
t32_2870.exe,0.3859,BENIGN,SUSPICIOUS,0.6212,0.0865,0.2418,0.091,0.3688,0.0929,0.5562,0.0873,0.447,0.0894,6.11,0,0,0,78,0.3576
wuceffects.dll,0.5068,BENIGN,SUSPICIOUS,0.1084,0.545,0.1512,0.3921,0.1612,0.3682,0.1938,0.3255,0.1536,0.4077,6.63,1,0,0,114,0.2541
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0136,0.9262,0.0032,0.8431,0.002,0.8591,0.0004,0.8259,0.0048,0.8636,6.63,0,0,0,163,0.8587
Sourceforge_6786.exe,0.4679,BENIGN,SUSPICIOUS,0.1596,0.2426,0.4104,0.2343,0.2449,0.1877,0.1456,0.1984,0.2401,0.2157,7.63,0,0,0,1,0.0244
softonic99.exe,0.6243,BENIGN,RANSOMWARE,0.2588,0.1556,0.68,0.1417,0.3685,0.167,0.2056,0.1962,0.3782,0.1651,7.82,0,0,0,1,0.2131
Sourceforge_6131.exe,0.5315,BENIGN,RANSOMWARE,0.1924,0.2825,0.149,0.2541,0.2126,0.2553,0.1165,0.2604,0.1676,0.2631,7.93,0,0,0,1,0.0955
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.0179,0.9262,0.0053,0.8431,0.0041,0.8591,0.0044,0.8259,0.0079,0.8636,5.85,0,0,0,59,0.8556
IntelWifiIhv06.dll,0.7,BENIGN,RANSOMWARE,0.0837,0.9262,0.1098,0.8431,0.1211,0.8591,0.3989,0.8259,0.1784,0.8636,6.23,0,0,0,69,0.6852
CNET_101540.exe,0.6333,BENIGN,RANSOMWARE,0.0707,0.085,0.2497,0.0878,0.2707,0.0929,0.1349,0.0873,0.1815,0.0883,7.2,0,0,0,1,0.0932
