file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
7e18ff461e3fc159c9b6634c9250600ea4c62da604885697c95d9bac794109b8_9759.exe,0.1468,MALWARE,BENIGN,0.0961,0.0183,0.6135,0.0228,0.3548,0.0205,7.02,0,0,0,1,0.3342
cdf13a3de6cf91a1c47ea6eca971ef781847a85df0691c54484bcf41f5f211cb_1899.exe,0.0197,MALWARE,BENIGN,0.0124,0.0183,0.4245,0.0228,0.2185,0.0205,2.61,0,0,0,1,0.1979
171c9a82171f9092fbc4b9d80af92448c9d2b6ebe00e14ceef0e5259b92578c7_9222.exe,0.2777,MALWARE,BENIGN,0.1507,0.2201,0.4088,0.2233,0.2798,0.2217,7.63,0,0,0,1,0.0581
aedbddbf7494baaaf759a720d9cd17540d3c171b9cc52a02e0ef9a592bd9cd63.exe,0.1707,MALWARE,BENIGN,0.0703,0.0183,0.1094,0.0228,0.0899,0.0205,7.34,0,0,0,1,0.0693
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.1361,MALWARE,BENIGN,0.1248,0.2201,0.1958,0.2233,0.1603,0.2217,7.84,0,0,0,1,0.0614
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.0711,MALWARE,BENIGN,0.0463,0.0183,0.0513,0.0228,0.0488,0.0205,7.43,0,0,0,1,0.0282
8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788.exe,0.0841,MALWARE,BENIGN,0.0999,0.0183,0.4645,0.0228,0.2822,0.0205,7.1,0,0,0,1,0.2617
5e902a138174c34e5445685c82b2044e0b35565854471aaccef0315c77288dc9.exe,0.2001,MALWARE,BENIGN,0.0493,0.2201,0.5917,0.3408,0.3205,0.2805,4.29,0,0,0,1,0.0401
71bd706cc0ace3774449282a9c1de5403f8f43dad118b9fbf4fc45cf4894f8e9_5356.exe,0.1139,MALWARE,BENIGN,0.0899,0.0183,0.637,0.0228,0.3634,0.0205,6.97,0,0,0,1,0.3429
9f40b69060a52731107baec84a0c0f8a1bfc1a62e8471b9cd69509aade9cb7f1.exe,0.1788,MALWARE,BENIGN,0.1248,0.2201,0.1518,0.2233,0.1383,0.2217,7.91,0,0,0,1,0.0834
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,1e-04,MALWARE,BENIGN,0.0,0.0183,0.0025,0.0228,0.0012,0.0205,5.51,0,0,0,1,0.0193
c6d7c39e83f12684cc9341305044fb03a61d23876d37746d96d31a9191bacb8f.exe,0.1525,MALWARE,BENIGN,0.0816,0.2201,0.5526,0.3408,0.3171,0.2805,6.19,0,0,0,1,0.0367
f2dc218ea8e2caa8668e54bae6561afd9fbf035a40b80ce9e847664ff0809799.exe,0.1591,MALWARE,BENIGN,0.1204,0.0183,0.6956,0.0753,0.408,0.0468,5.24,0,0,0,0,0.3612
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.0013,MALWARE,BENIGN,0.0068,0.0038,0.007,0.0061,0.0069,0.005,5.2,0,0,0,1,0.0019
2bcc8e7439a0170a9adb90d9deeec8675027ac39509a8aea8494700abbdb37b8.exe,0.5992,MALWARE,SUSPICIOUS,0.8513,0.1368,0.5303,0.0174,0.6908,0.0771,7.23,1,0,0,150,0.6137
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0014,MALWARE,BENIGN,0.0124,0.0183,0.031,0.0228,0.0217,0.0205,5.29,0,0,0,1,0.0012
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.0271,MALWARE,BENIGN,0.1007,0.0673,0.1379,0.0061,0.1193,0.0367,6.39,1,0,0,120,0.0826
546817e28100127124a0368050cbe6ecd1ea7a64c0bdfbef14823bb77404c42b.exe,0.1682,MALWARE,BENIGN,0.0746,0.4855,0.1013,0.4413,0.088,0.4634,5.96,0,0,0,131,0.3754
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.2322,MALWARE,BENIGN,0.0573,0.0038,0.056,0.0061,0.0567,0.005,7.15,0,0,0,1,0.0517
