file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_100363.exe,0.7596,BENIGN,RANSOMWARE,0.1037,0.8837,0.1064,0.7996,0.1472,0.7958,0.0733,0.8586,0.1077,0.8344,7.53,0,0,0,1,0.7268
WofTasks.dll,0.5955,BENIGN,SUSPICIOUS,0.0647,0.2251,0.0362,0.3656,0.0483,0.4177,0.0579,0.4505,0.0518,0.3647,5.49,1,0,0,88,0.3129
MicrosoftEdgeUpdateSetup.exe,0.4744,BENIGN,SUSPICIOUS,0.5752,0.1952,0.2058,0.0762,0.1871,0.1152,0.9698,0.3921,0.4844,0.1947,7.93,0,0,0,142,0.2898
Sourceforge_7313.exe,0.7673,BENIGN,RANSOMWARE,0.1304,0.0179,0.3554,0.0217,0.3405,0.021,0.0462,0.0184,0.2181,0.0197,7.23,0,0,0,1,0.1984
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.8045,BENIGN,RANSOMWARE,0.7309,0.0198,0.5704,0.0395,0.5841,0.0397,0.4987,0.0084,0.596,0.0268,5.97,0,0,0,0,0.5692
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0069,0.9209,0.003,0.7996,0.001,0.7958,0.0504,0.8382,0.0153,0.8386,6.22,0,0,0,128,0.8233
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0043,0.9371,0.0,0.7168,0.0,0.7426,0.0,0.8866,0.0011,0.8208,6.24,0,0,0,205,0.8197
git-bash.exe,0.9781,BENIGN,RANSOMWARE,0.671,0.4981,0.485,0.8698,0.7925,0.7145,0.7824,0.907,0.6827,0.7474,7.55,0,0,0,86,0.0646
NVDisplay.Container.exe,0.9469,BENIGN,RANSOMWARE,0.656,0.1339,0.7995,0.1821,0.7822,0.182,0.9623,0.139,0.8,0.1592,6.63,0,0,0,137,0.6408
windows.media.ocr.dll,0.7,BENIGN,RANSOMWARE,0.0079,0.8052,0.0034,0.8116,0.0026,0.83,0.0138,0.8586,0.0069,0.8264,6.79,0,0,0,247,0.8194
CNET_13111.exe,0.7,BENIGN,RANSOMWARE,0.4576,0.4981,0.2121,0.5132,0.2332,0.5864,0.3493,0.7179,0.3131,0.5789,7.99,0,0,0,0,0.2659
ResBParser.dll,0.9535,BENIGN,RANSOMWARE,0.7783,0.2251,0.6533,0.3213,0.7764,0.226,0.9046,0.418,0.7781,0.2976,6.02,0,0,0,74,0.4806
CNET_19843.exe,0.6189,BENIGN,RANSOMWARE,0.0654,0.0179,0.2162,0.0217,0.2435,0.021,0.0401,0.0184,0.1413,0.0197,4.06,0,0,0,1,0.1216
xgboost.dll,0.5082,BENIGN,SUSPICIOUS,0.221,0.6499,0.1099,0.699,0.1084,0.6969,0.3792,0.8582,0.2046,0.726,6.74,0,0,0,213,0.5214
AVGBrowserInstaller.exe,0.5005,BENIGN,SUSPICIOUS,0.8804,0.2251,0.6449,0.2238,0.5072,0.226,0.9964,0.5737,0.7572,0.3122,8.0,0,0,0,55,0.4451
msedge.dll,0.7,BENIGN,RANSOMWARE,0.2461,0.1164,0.4729,0.2216,0.5781,0.1557,0.8453,0.1304,0.5356,0.156,6.71,0,1,0,512,0.3796
FileZillaServer.exe,0.9872,BENIGN,RANSOMWARE,0.7908,0.5833,0.668,0.6621,0.7048,0.6662,0.7596,0.7739,0.7308,0.6714,6.46,0,0,0,176,0.0594
Sourceforge_419.exe,0.8225,BENIGN,RANSOMWARE,0.0569,0.0179,0.2323,0.0217,0.2264,0.021,0.0169,0.0184,0.1331,0.0197,5.85,0,0,0,1,0.1134
Sourceforge_841.exe,0.7673,BENIGN,RANSOMWARE,0.1304,0.0179,0.3554,0.0217,0.3405,0.021,0.0462,0.0184,0.2181,0.0197,7.23,0,0,0,1,0.1984
Sourceforge_1217.exe,0.4865,BENIGN,SUSPICIOUS,0.3564,0.2376,0.3,0.2285,0.2863,0.226,0.1327,0.238,0.2689,0.2325,5.43,0,0,0,1,0.0363
ir32_32original.dll,0.9031,BENIGN,RANSOMWARE,0.3823,0.4981,0.3648,0.3543,0.3724,0.3528,0.6138,0.3522,0.4333,0.3893,5.13,0,0,0,53,0.044
gnsdk_fp.dll,0.9948,BENIGN,RANSOMWARE,0.8574,0.9767,0.9259,0.8116,0.9354,0.8151,0.8788,0.8587,0.8994,0.8655,6.82,0,0,0,86,0.0338
NSIS.exe,0.7778,BENIGN,RANSOMWARE,0.9065,0.9767,0.3391,0.8116,0.1672,0.8151,0.9314,0.9692,0.586,0.8932,6.54,1,0,0,162,0.3071
mercury.exe,0.7,BENIGN,RANSOMWARE,0.4745,0.7217,0.1177,0.4918,0.0813,0.3528,0.3414,0.8896,0.2537,0.614,6.44,1,0,0,292,0.3603
secproc_isv.dll,0.6014,BENIGN,RANSOMWARE,0.2844,0.2376,0.3429,0.2285,0.2387,0.226,0.4469,0.2674,0.3282,0.2399,7.0,0,0,0,138,0.0884
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.7742,BENIGN,RANSOMWARE,0.906,0.1707,0.9031,0.1728,0.9792,0.2404,0.957,0.3249,0.9363,0.2272,7.8,0,0,0,0,0.7091
graywallsetup.exe,0.6394,BENIGN,RANSOMWARE,0.5752,0.84,0.3867,0.8152,0.4137,0.8151,0.9964,0.7463,0.593,0.8041,7.98,0,0,0,83,0.2111
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0767,0.9767,0.0706,0.7996,0.0393,0.8151,0.5119,0.8587,0.1746,0.8626,5.84,0,0,0,166,0.6879
Sourceforge_1496.exe,0.8896,BENIGN,RANSOMWARE,0.3352,0.1952,0.1753,0.3543,0.34,0.3528,0.0689,0.1855,0.2299,0.2719,3.74,0,0,0,0,0.0421
UserInfo.dll,0.8457,BENIGN,RANSOMWARE,0.1,0.2251,0.1213,0.4918,0.0998,0.4082,0.0579,0.2674,0.0948,0.3481,3.34,0,0,0,17,0.2534
Sourceforge_6858.exe,0.92,BENIGN,RANSOMWARE,0.3256,0.0179,0.7311,0.0217,0.6244,0.021,0.0448,0.0184,0.4315,0.0197,3.01,0,0,0,1,0.4117
CNET_250915.exe,0.7568,BENIGN,RANSOMWARE,0.103,0.0179,0.2882,0.0217,0.3292,0.021,0.0267,0.0184,0.1868,0.0197,6.19,0,0,0,1,0.167
TableTextService.dll,0.6535,BENIGN,RANSOMWARE,0.0567,0.9209,0.0593,0.7996,0.0218,0.7958,0.0534,0.8382,0.0478,0.8386,4.12,0,0,0,196,0.7909
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0074,0.9767,0.0,0.8116,0.0002,0.8151,0.0,0.8587,0.0019,0.8655,6.2,0,0,0,352,0.8637
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0248,0.0035,0.0482,0.0082,0.0957,0.0081,0.0401,0.0027,0.0522,0.0056,6.09,0,1,0,1,0.0466
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0248,0.0035,0.0619,0.0082,0.1589,0.0081,0.0473,0.0027,0.0732,0.0056,6.06,0,1,0,1,0.0676
windowsperformancerecordercontrol.dll,0.7,BENIGN,RANSOMWARE,0.052,0.886,0.014,0.7544,0.0109,0.6362,0.2995,0.8586,0.0941,0.7838,6.42,0,0,0,248,0.6897
tapi32.dll,0.7,BENIGN,RANSOMWARE,0.0074,0.9084,0.0071,0.8449,0.0071,0.8151,0.0436,0.8597,0.0163,0.857,6.63,0,0,0,152,0.8407
CNET_255231.exe,0.5064,BENIGN,SUSPICIOUS,0.1666,0.1346,0.4255,0.0127,0.3872,0.016,0.0888,0.2161,0.267,0.0948,7.09,0,0,0,1,0.1722
CNET_224793.exe,0.9552,BENIGN,RANSOMWARE,0.5452,0.9585,0.2947,0.9922,0.2804,0.9733,0.1653,0.9963,0.3214,0.9801,7.63,1,0,0,291,0.6587
unins000.exe,0.5891,BENIGN,SUSPICIOUS,0.0968,0.6601,0.0482,0.6081,0.0651,0.5341,0.1509,0.9934,0.0902,0.6989,6.58,0,0,0,583,0.6087
mintty.exe,0.8919,BENIGN,RANSOMWARE,0.1448,0.9209,0.0618,0.9801,0.1091,0.9823,0.0492,0.921,0.0913,0.9511,5.72,0,0,0,470,0.8598
netwlv64.sys,0.5542,BENIGN,SUSPICIOUS,0.3974,0.0743,0.3118,0.0718,0.3523,0.0749,0.6713,0.1118,0.4332,0.0832,6.02,0,0,0,79,0.35
