file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_100801.exe,0.0252,BENIGN,SUSPICIOUS,0.0227,0.0176,0.0152,0.0182,0.0189,0.0179,6.21,0,0,0,1,0.001
Sourceforge_1031.exe,0.0034,BENIGN,SUSPICIOUS,0.0046,0.0027,0.0063,0.0015,0.0055,0.0021,6.88,0,0,0,1,0.0034
Sourceforge_5086.exe,0.2315,BENIGN,SUSPICIOUS,0.0973,0.0176,0.1315,0.0182,0.1144,0.0179,7.04,0,0,0,1,0.0964
TeamViewer_Note.exe,0.5017,BENIGN,RANSOMWARE,0.7094,0.0945,0.464,0.1366,0.5867,0.1155,5.31,0,0,0,105,0.4712
wmprph.exe,0.7,BENIGN,RANSOMWARE,0.1218,0.9752,0.0226,0.8254,0.0722,0.9003,5.97,0,0,0,194,0.8281
CNET_17709.exe,0.2986,BENIGN,SUSPICIOUS,0.0531,0.0176,0.0459,0.0182,0.0495,0.0179,7.26,0,0,0,1,0.0315
Sourceforge_4696.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.93,0,0,0,1,0.002
CNET_102372.exe,0.78,BENIGN,RANSOMWARE,0.1759,0.2466,0.2283,0.237,0.2021,0.2418,7.79,0,0,0,1,0.0397
Sourceforge_6249.exe,0.0246,BENIGN,SUSPICIOUS,0.0171,0.0176,0.0057,0.0182,0.0114,0.0179,7.23,0,0,0,1,0.0065
Sourceforge_915.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.66,0,0,0,1,0.002
2249.exe,0.0517,BENIGN,SUSPICIOUS,0.035,0.0176,0.0459,0.0182,0.0404,0.0179,7.35,0,0,0,1,0.0225
419.exe,0.0372,BENIGN,SUSPICIOUS,0.0285,0.0176,0.0212,0.0182,0.0249,0.0179,6.27,0,0,0,1,0.0069
CNET_225792.exe,0.0727,BENIGN,SUSPICIOUS,0.1487,0.5862,0.0377,0.6024,0.0932,0.5943,6.76,0,0,0,1,0.5011
CNET_20415.exe,0.0336,BENIGN,SUSPICIOUS,0.0285,0.0176,0.0254,0.0182,0.027,0.0179,6.4,0,0,0,1,0.009
Sourceforge_6706.exe,0.0195,BENIGN,SUSPICIOUS,0.0074,0.0176,0.0123,0.0182,0.0098,0.0179,6.2,0,0,0,1,0.0081
2377.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.15,0,0,0,1,0.002
CNET_101186.exe,0.0629,BENIGN,SUSPICIOUS,0.0206,0.0176,0.023,0.0182,0.0218,0.0179,6.16,0,0,0,1,0.0039
Sourceforge_4749.exe,0.0257,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0063,0.0182,0.0119,0.0179,6.8,0,0,0,1,0.0061
CNET_102086.exe,0.0119,BENIGN,SUSPICIOUS,0.0171,0.0176,0.0165,0.0182,0.0168,0.0179,6.42,0,0,0,1,0.0011
Sourceforge_3468.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
Sourceforge_1479.exe,0.0022,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.06,0,0,0,1,0.0134
mgmtclassgen.exe,0.004,BENIGN,SUSPICIOUS,0.0009,0.0046,0.002,0.0051,0.0014,0.0049,6.09,0,0,0,1,0.0034
CNET_206312.exe,0.0383,BENIGN,SUSPICIOUS,0.0072,0.2466,0.0065,0.237,0.0069,0.2418,7.48,0,0,0,1,0.2349
Sourceforge_6204.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
482.exe,0.0076,BENIGN,SUSPICIOUS,0.0174,0.0027,0.0201,0.0015,0.0188,0.0021,6.38,0,0,0,1,0.0167
vsdiagview.exe,0.0059,BENIGN,SUSPICIOUS,0.0047,0.0027,0.0092,0.0015,0.0069,0.0021,6.01,0,0,0,1,0.0048
Sourceforge_3160.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
2211.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.15,0,0,0,1,0.002
Sourceforge_1866.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
Sourceforge_2429.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
CNET_104057.exe,0.04,BENIGN,SUSPICIOUS,0.0074,0.2466,0.0065,0.237,0.007,0.2418,7.19,0,0,0,1,0.2348
CNET_107555.exe,0.0161,BENIGN,SUSPICIOUS,0.0174,0.049,0.0065,0.0558,0.012,0.0524,6.2,0,0,0,1,0.0404
Sourceforge_2870.exe,0.0029,BENIGN,SUSPICIOUS,0.0025,0.0027,0.0009,0.0015,0.0017,0.0021,6.54,0,0,0,1,0.0004
Sourceforge_6400.exe,0.031,BENIGN,SUSPICIOUS,0.0371,0.0176,0.0404,0.0182,0.0388,0.0179,6.99,0,0,0,1,0.0208
Sourceforge_6105.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.85,0,0,0,1,0.002
Sourceforge_3717.exe,0.0148,BENIGN,SUSPICIOUS,0.0174,0.0323,0.0046,0.0387,0.011,0.0355,6.41,0,0,0,1,0.0245
1020.exe,0.0026,BENIGN,SUSPICIOUS,0.0046,0.0176,0.0002,0.0182,0.0024,0.0179,6.2,0,0,0,1,0.0155
Sourceforge_4389.exe,0.0143,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0135,0.0182,0.0155,0.0179,6.66,0,0,0,1,0.0025
CNET_102856.exe,0.0173,BENIGN,SUSPICIOUS,0.0171,0.049,0.0022,0.0558,0.0097,0.0524,6.01,0,0,0,1,0.0427
1118.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
pconfig.exe,0.1348,BENIGN,SUSPICIOUS,0.3463,0.7393,0.1814,0.5857,0.2639,0.6625,6.7,0,0,0,0,0.3987
1257.exe,0.0022,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.03,0,0,0,1,0.0134
616.exe,0.0231,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0065,0.0182,0.012,0.0179,6.32,0,0,0,1,0.006
Sourceforge_2873.exe,0.0031,BENIGN,SUSPICIOUS,0.0047,0.0176,0.0014,0.0182,0.003,0.0179,6.64,0,0,0,1,0.0149
CNET_208532.exe,0.0241,BENIGN,SUSPICIOUS,0.0174,0.2466,0.0063,0.237,0.0119,0.2418,7.86,0,0,0,1,0.2299
Sourceforge_7436.exe,0.0461,BENIGN,SUSPICIOUS,0.026,0.0176,0.0881,0.0182,0.0571,0.0179,6.11,0,0,0,1,0.0391
1952.exe,0.0297,BENIGN,SUSPICIOUS,0.0167,0.0176,0.0116,0.0182,0.0142,0.0179,6.92,0,0,0,1,0.0038
CNET_108746.exe,0.0082,BENIGN,SUSPICIOUS,0.0264,0.2466,0.002,0.237,0.0142,0.2418,7.96,0,0,0,1,0.2276
softonic103.exe,0.0559,BENIGN,SUSPICIOUS,0.0371,0.0176,0.0804,0.0182,0.0587,0.0179,6.37,0,0,0,1,0.0408
CNET_225973.exe,0.0038,BENIGN,SUSPICIOUS,0.0073,0.0027,0.0135,0.0015,0.0104,0.0021,6.09,0,0,0,1,0.0083
Sourceforge_2169.exe,0.0273,BENIGN,SUSPICIOUS,0.053,0.2466,0.0065,0.237,0.0298,0.2418,7.98,0,0,0,1,0.212
CNET_101194.exe,0.0166,BENIGN,SUSPICIOUS,0.0097,0.0176,0.0076,0.0182,0.0087,0.0179,6.99,0,0,0,1,0.0093
Sourceforge_6431.exe,0.0811,BENIGN,SUSPICIOUS,0.0282,0.0176,0.0254,0.0182,0.0268,0.0179,6.02,0,0,0,1,0.0088
CNET_107042.exe,0.1037,BENIGN,SUSPICIOUS,0.0371,0.2466,0.0142,0.237,0.0257,0.2418,7.62,0,0,0,1,0.2161
CNET_101195.exe,0.0025,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.48,0,0,0,1,0.0133
2073.exe,0.0447,BENIGN,SUSPICIOUS,0.0285,0.0176,0.0254,0.0182,0.027,0.0179,6.19,0,0,0,1,0.009
Windows_181.exe,0.0029,BENIGN,SUSPICIOUS,0.0072,0.0027,0.0063,0.0015,0.0068,0.0021,6.84,0,0,0,1,0.0047
Sourceforge_300.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
Sourceforge_6815.exe,0.0183,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0149,0.0182,0.0162,0.0179,6.9,0,0,0,1,0.0018
Sourceforge_7658.exe,0.0406,BENIGN,SUSPICIOUS,0.0073,0.2466,0.0116,0.237,0.0095,0.2418,6.99,0,0,0,1,0.2323
CNET_246794.exe,0.0208,BENIGN,SUSPICIOUS,0.0078,0.0176,0.0239,0.0182,0.0158,0.0179,6.76,0,0,0,1,0.0021
CNET_255834.exe,0.6534,BENIGN,RANSOMWARE,0.0073,0.3229,0.0085,0.4204,0.0079,0.3717,5.84,0,0,0,1,0.3637
DTSWizard.exe,0.0035,BENIGN,SUSPICIOUS,0.0113,0.0027,0.0123,0.0015,0.0118,0.0021,6.36,0,0,0,1,0.0096
DXSETUP.exe,0.8189,BENIGN,RANSOMWARE,0.7544,0.2657,0.6733,0.2146,0.7138,0.2402,5.73,0,0,0,134,0.4736
CNET_102656.exe,0.0056,BENIGN,SUSPICIOUS,0.0097,0.0046,0.0131,0.0051,0.0114,0.0049,6.19,0,0,0,1,0.0066
Sourceforge_2248.exe,0.1202,BENIGN,SUSPICIOUS,0.0371,0.049,0.0404,0.0558,0.0388,0.0524,6.82,0,0,0,1,0.0136
CNET_27757.exe,0.0624,BENIGN,SUSPICIOUS,0.0642,0.2466,0.0142,0.237,0.0392,0.2418,7.89,0,0,0,1,0.2026
Windows_26.exe,0.0108,BENIGN,SUSPICIOUS,0.0642,0.0034,0.0149,0.0,0.0395,0.0017,6.4,0,0,0,0,0.0378
Sourceforge_1416.exe,0.0659,BENIGN,SUSPICIOUS,0.0116,0.0176,0.0092,0.0182,0.0104,0.0179,6.32,0,0,0,1,0.0075
Sourceforge_2045.exe,0.1276,BENIGN,SUSPICIOUS,0.0422,0.2466,0.0416,0.237,0.0419,0.2418,7.59,0,0,0,1,0.1999
Sourceforge_1038.exe,0.0238,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0065,0.0182,0.012,0.0179,6.76,0,0,0,1,0.006
Sourceforge_6088.exe,0.7947,BENIGN,RANSOMWARE,0.2022,0.2466,0.5401,0.237,0.3712,0.2418,7.92,0,0,0,1,0.1294
softonic69.exe,0.0798,BENIGN,SUSPICIOUS,0.0751,0.2466,0.0421,0.237,0.0586,0.2418,7.87,0,0,0,1,0.1832
CNET_215907.exe,0.0213,BENIGN,SUSPICIOUS,0.0371,0.0176,0.0104,0.0182,0.0238,0.0179,6.57,0,0,0,1,0.0058
Sourceforge_6074.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
Sourceforge_6963.exe,0.0249,BENIGN,SUSPICIOUS,0.035,0.0204,0.0149,0.0128,0.0249,0.0166,7.66,0,0,0,1,0.0083
CNET_239019.exe,0.0389,BENIGN,SUSPICIOUS,0.1678,0.0027,0.1689,0.0015,0.1684,0.0021,7.17,0,0,0,1,0.1662
1937.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
1789.exe,0.0877,BENIGN,SUSPICIOUS,0.0897,0.1025,0.0452,0.1103,0.0675,0.1064,7.73,0,0,0,0,0.0389
CNET_103198.exe,0.1435,BENIGN,SUSPICIOUS,0.0279,0.049,0.0203,0.0558,0.0241,0.0524,6.35,0,0,0,1,0.0283
CNET_102030.exe,0.0153,BENIGN,SUSPICIOUS,0.0072,0.0176,0.0096,0.0182,0.0084,0.0179,6.32,0,0,0,1,0.0095
CNET_13111.exe,0.7237,BENIGN,RANSOMWARE,0.218,0.3293,0.111,0.5262,0.1645,0.4278,7.99,0,0,0,0,0.2632
Sourceforge_6672.exe,0.0498,BENIGN,SUSPICIOUS,0.0264,0.0176,0.0201,0.0182,0.0233,0.0179,6.25,0,0,0,1,0.0053
Sourceforge_4770.exe,0.0039,BENIGN,SUSPICIOUS,0.0046,0.0176,0.0002,0.0182,0.0024,0.0179,6.39,0,0,0,1,0.0155
softonic75.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0046,0.0002,0.0051,0.0001,0.0049,6.01,0,0,0,1,0.0047
Sourceforge_6720.exe,0.0139,BENIGN,SUSPICIOUS,0.0171,0.0176,0.0063,0.0182,0.0117,0.0179,6.58,0,0,0,1,0.0062
Sourceforge_5443.exe,0.0119,BENIGN,SUSPICIOUS,0.0074,0.0176,0.0063,0.0182,0.0069,0.0179,6.5,0,0,0,1,0.0111
CNET_234908.exe,0.0008,BENIGN,SUSPICIOUS,0.0009,0.0046,0.0002,0.0051,0.0006,0.0049,6.22,0,0,0,1,0.0043
Sourceforge_2807.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.93,0,0,0,1,0.002
CNET_37771.exe,0.0171,BENIGN,SUSPICIOUS,0.0171,0.0204,0.0063,0.0128,0.0117,0.0166,7.91,0,0,0,1,0.0049
CNET_2989.exe,0.0544,BENIGN,SUSPICIOUS,0.0375,0.049,0.0092,0.0558,0.0233,0.0524,6.93,0,0,0,1,0.029
CNET_33768.exe,0.0179,BENIGN,SUSPICIOUS,0.0174,0.0204,0.0065,0.0128,0.012,0.0166,7.91,0,0,0,1,0.0046
CNET_101449.exe,0.0025,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.33,0,0,0,1,0.0133
CNET_256345.exe,0.0579,BENIGN,SUSPICIOUS,0.1218,0.1025,0.0104,0.1103,0.0661,0.1064,7.55,0,0,0,0,0.0403
Sourceforge_3256.exe,0.4765,BENIGN,RANSOMWARE,0.1218,0.2466,0.1084,0.237,0.1151,0.2418,7.9,0,0,0,1,0.1267
CNET_221980.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.51,0,0,0,1,0.0021
Sourceforge_191.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
CNET_102102.exe,0.0102,BENIGN,SUSPICIOUS,0.0072,0.0176,0.0022,0.0182,0.0047,0.0179,6.66,0,0,0,1,0.0132
CNET_254911.exe,0.2006,BENIGN,SUSPICIOUS,0.218,0.0043,0.3465,0.0051,0.2823,0.0047,6.95,0,0,0,1,0.2776
Sourceforge_5662.exe,0.7,BENIGN,RANSOMWARE,0.0642,0.8455,0.0448,0.8507,0.0545,0.8481,7.89,0,0,0,1,0.7936
CNET_248226.exe,0.0989,BENIGN,SUSPICIOUS,0.1218,0.2466,0.0459,0.237,0.0838,0.2418,7.59,0,0,0,1,0.158
Sourceforge_7806.exe,0.1551,BENIGN,SUSPICIOUS,0.0371,0.2466,0.0335,0.237,0.0353,0.2418,7.55,0,0,0,1,0.2065
Sourceforge_3247.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
Sourceforge_2734.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.85,0,0,0,1,0.002
Sourceforge_4449.exe,0.0019,BENIGN,SUSPICIOUS,0.0048,0.0027,0.0014,0.0015,0.0031,0.0021,6.3,0,0,0,1,0.001
Sourceforge_5674.exe,0.0489,BENIGN,SUSPICIOUS,0.026,0.0176,0.0104,0.0182,0.0182,0.0179,7.23,0,0,0,1,0.0003
Sourceforge_3113.exe,0.0392,BENIGN,SUSPICIOUS,0.0074,0.2466,0.0065,0.237,0.007,0.2418,7.44,0,0,0,1,0.2348
SmartScreenSettings.exe,0.7,BENIGN,RANSOMWARE,0.1866,0.9139,0.0312,0.8096,0.1089,0.8617,4.92,0,0,0,45,0.7528
Sourceforge_6347.exe,0.0354,BENIGN,SUSPICIOUS,0.0371,0.0176,0.0452,0.0182,0.0412,0.0179,6.65,0,0,0,1,0.0232
CNET_219511.exe,0.0962,BENIGN,SUSPICIOUS,0.1866,0.0176,0.0362,0.0182,0.1114,0.0179,6.43,0,0,0,1,0.0934
Sourceforge_5073.exe,0.0118,BENIGN,SUSPICIOUS,0.0113,0.0176,0.0063,0.0182,0.0088,0.0179,6.02,0,0,0,1,0.0092
GraphCmd.exe,0.0023,BENIGN,SUSPICIOUS,0.003,0.0046,0.0009,0.0051,0.0019,0.0049,6.61,0,0,0,1,0.0029
CNET_239636.exe,0.0022,BENIGN,SUSPICIOUS,0.0171,0.0007,0.002,0.0051,0.0095,0.0029,6.04,0,0,0,0,0.0066
Sourceforge_2262.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.85,0,0,0,1,0.002
Sourceforge_2411.exe,0.6513,BENIGN,RANSOMWARE,0.0507,0.0176,0.1366,0.0182,0.0936,0.0179,4.18,0,0,0,1,0.0757
180.exe,0.0348,BENIGN,SUSPICIOUS,0.035,0.0176,0.0242,0.0182,0.0296,0.0179,7.0,0,0,0,1,0.0117
Sourceforge_5465.exe,0.0712,BENIGN,SUSPICIOUS,0.0751,0.2466,0.0199,0.237,0.0475,0.2418,7.71,0,0,0,1,0.1943
Sourceforge_4112.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.16,0,0,0,1,0.002
CNET_45564.exe,0.0179,BENIGN,SUSPICIOUS,0.0174,0.0204,0.0065,0.0128,0.012,0.0166,7.91,0,0,0,1,0.0046
Sourceforge_6203.exe,0.0763,BENIGN,SUSPICIOUS,0.0286,0.0176,0.0242,0.0182,0.0264,0.0179,7.25,0,0,0,1,0.0084
FontCompiler.exe,0.6912,BENIGN,RANSOMWARE,0.2022,0.3332,0.3759,0.2895,0.289,0.3114,6.41,0,0,0,107,0.0223
Sourceforge_5755.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.2,0,0,0,1,0.002
533.exe,0.1357,BENIGN,SUSPICIOUS,0.0047,0.3229,0.0065,0.4204,0.0056,0.3717,6.22,0,0,0,1,0.366
CNET_250650.exe,0.0034,BENIGN,SUSPICIOUS,0.0072,0.0027,0.0162,0.0015,0.0117,0.0021,6.08,0,0,0,1,0.0096
Sourceforge_2337.exe,0.6777,BENIGN,RANSOMWARE,0.1651,0.0176,0.2508,0.0182,0.2079,0.0179,7.11,0,0,0,1,0.19
gui-64.exe,0.6902,BENIGN,RANSOMWARE,0.5422,0.8455,0.6045,0.6641,0.5734,0.7548,6.11,0,0,0,81,0.1814
CNET_20655.exe,0.0007,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.85,0,0,0,1,0.002
Sourceforge_3521.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
620.exe,0.0159,BENIGN,SUSPICIOUS,0.0049,0.0176,0.0142,0.0182,0.0096,0.0179,6.17,0,0,0,1,0.0084
CNET_104151.exe,0.0224,BENIGN,SUSPICIOUS,0.0371,0.0176,0.0131,0.0182,0.0251,0.0179,6.49,0,0,0,1,0.0072
Sourceforge_5303.exe,0.0025,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.46,0,0,0,1,0.0133
Sourceforge_2931.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.16,0,0,0,1,0.002
1821.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
Sourceforge_4501.exe,0.0094,BENIGN,SUSPICIOUS,0.0072,0.0176,0.0022,0.0182,0.0047,0.0179,6.35,0,0,0,1,0.0132
Sourceforge_3095.exe,0.0121,BENIGN,SUSPICIOUS,0.0897,0.0049,0.0331,0.0033,0.0614,0.0041,7.1,0,0,0,0,0.0573
Sourceforge_2175.exe,0.0238,BENIGN,SUSPICIOUS,0.0174,0.2466,0.0078,0.237,0.0126,0.2418,7.42,0,0,0,1,0.2292
CNET_260091.exe,0.0024,BENIGN,SUSPICIOUS,0.0097,0.0471,0.0002,0.079,0.005,0.0631,6.0,0,0,0,1,0.0581
CNET_256319.exe,0.0495,BENIGN,SUSPICIOUS,0.1072,0.0027,0.1541,0.0015,0.1307,0.0021,6.29,0,0,0,1,0.1286
Sourceforge_1291.exe,0.0302,BENIGN,SUSPICIOUS,0.0113,0.0176,0.0142,0.0182,0.0127,0.0179,6.49,0,0,0,1,0.0052
Sourceforge_5302.exe,0.0022,BENIGN,SUSPICIOUS,0.0072,0.0176,0.002,0.0182,0.0046,0.0179,6.06,0,0,0,1,0.0133
CNET_242042.exe,0.1275,BENIGN,SUSPICIOUS,0.0168,0.2466,0.0193,0.237,0.018,0.2418,7.49,0,0,0,1,0.2238
Sourceforge_7683.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
CNET_236702.exe,0.709,BENIGN,RANSOMWARE,0.149,0.049,0.3628,0.0558,0.2559,0.0524,3.69,0,0,0,1,0.2035
Sourceforge_4009.exe,0.0819,BENIGN,SUSPICIOUS,0.0765,0.0176,0.0415,0.0182,0.059,0.0179,7.26,0,0,0,1,0.0411
CNET_100255.exe,0.1003,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0092,0.0182,0.0133,0.0179,6.58,0,0,0,1,0.0046
1390.exe,0.0032,BENIGN,SUSPICIOUS,0.0073,0.049,0.0002,0.0558,0.0038,0.0524,6.46,0,0,0,1,0.0486
CortanaDssServer.exe,0.7,BENIGN,RANSOMWARE,0.1702,0.9139,0.0201,0.8096,0.0952,0.8617,5.75,0,0,0,86,0.7666
