file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0448,0.7899,0.0149,0.8272,0.0538,0.8511,0.1149,0.8343,0.0571,0.8256,7.42,0,0,0,1,0.7685
CNET_247893.exe,0.8609,BENIGN,RANSOMWARE,0.7331,0.1512,0.5046,0.2834,0.4168,0.3645,0.4664,0.2932,0.5302,0.2731,6.54,0,0,0,0,0.2571
vmrun.exe,0.8782,BENIGN,RANSOMWARE,0.2001,0.6512,0.0661,0.903,0.0757,0.8462,0.1128,0.8732,0.1137,0.8184,6.26,0,0,0,232,0.7047
pid.dll,0.9569,BENIGN,RANSOMWARE,0.2945,0.4331,0.9664,0.248,0.8566,0.2441,0.9111,0.2548,0.7572,0.295,5.43,0,0,0,86,0.4622
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0292,0.7899,0.0203,0.8272,0.0132,0.8511,0.0155,0.8343,0.0196,0.8256,7.13,0,0,0,1,0.806
printenvz.exe,0.7081,BENIGN,RANSOMWARE,0.6538,0.0557,0.4069,0.0885,0.6074,0.0454,0.6248,0.0365,0.5732,0.0565,6.41,0,0,0,76,0.5167
wsc_proxy.exe,0.9324,BENIGN,RANSOMWARE,0.8238,0.0177,0.9804,0.0049,0.9858,0.0036,0.9907,0.0043,0.9452,0.0076,7.4,0,0,0,8,0.9376
Sourceforge_2011.exe,0.7,BENIGN,RANSOMWARE,0.0229,0.7899,0.0074,0.8272,0.0071,0.8511,0.0196,0.8343,0.0143,0.8256,7.49,0,0,0,1,0.8113
Sourceforge_3892.exe,0.479,BENIGN,SUSPICIOUS,0.0239,0.0177,0.239,0.0232,0.1861,0.0216,0.047,0.0212,0.124,0.0209,4.08,0,0,0,1,0.1031
serwvdrv.dll,0.4924,BENIGN,RANSOMWARE,0.2532,0.6678,0.0824,0.3699,0.062,0.3645,0.1488,0.3236,0.1366,0.4315,5.76,1,0,0,64,0.2948
softonic148.exe,0.7,BENIGN,RANSOMWARE,0.0268,0.5423,0.0149,0.8243,0.0317,0.8462,0.0357,0.8624,0.0273,0.7688,7.93,0,0,0,1,0.7415
inject_dll_x86.exe,0.6507,BENIGN,RANSOMWARE,0.5806,0.0557,0.586,0.0885,0.5333,0.0454,0.6388,0.0365,0.5847,0.0565,6.59,0,0,0,87,0.5282
txflog.dll,0.7,BENIGN,RANSOMWARE,0.1085,0.9137,0.0592,0.6827,0.0378,0.7257,0.0552,0.8021,0.0652,0.781,6.43,1,0,0,126,0.7159
unset.exe,0.5905,BENIGN,RANSOMWARE,0.6264,0.2287,0.4069,0.1868,0.6905,0.1846,0.6234,0.1938,0.5868,0.1985,6.74,1,0,0,171,0.3883
Sourceforge_7714.exe,0.7,BENIGN,RANSOMWARE,0.0927,0.7899,0.0336,0.8272,0.1307,0.8511,0.1963,0.8343,0.1133,0.8256,7.5,0,0,0,1,0.7123
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0557,0.7899,0.0215,0.8272,0.0459,0.8511,0.0566,0.8343,0.0449,0.8256,7.89,0,0,0,1,0.7807
PerfBoost.exe,0.7543,BENIGN,RANSOMWARE,0.6704,0.1258,0.6366,0.1405,0.8115,0.1463,0.7632,0.1324,0.7205,0.1363,5.96,0,0,0,118,0.5842
iisexpress.exe,0.4569,BENIGN,SUSPICIOUS,0.5785,0.2681,0.2452,0.0677,0.4431,0.1249,0.7015,0.2548,0.4921,0.1789,7.29,0,0,0,132,0.3132
ffmpeg.dll,0.6316,BENIGN,RANSOMWARE,0.8143,0.0236,0.717,0.0057,0.9198,0.016,0.9005,0.0089,0.8379,0.0136,6.69,1,0,0,104,0.8243
Sourceforge_7719.exe,0.7,BENIGN,RANSOMWARE,0.0927,0.7899,0.0336,0.8272,0.1307,0.8511,0.1963,0.8343,0.1133,0.8256,7.5,0,0,0,1,0.7123
wish.exe,0.7,BENIGN,RANSOMWARE,0.0214,0.6678,0.0055,0.8833,0.0062,0.8775,0.0101,0.8372,0.0108,0.8165,4.2,0,0,0,49,0.8057
x86_64-w64-mingw32-nmakehlp.exe,0.8504,BENIGN,RANSOMWARE,0.2742,0.3147,0.4561,0.248,0.4781,0.2772,0.4527,0.3448,0.4153,0.2962,4.94,0,0,0,81,0.1191
softonic62.exe,0.6006,BENIGN,RANSOMWARE,0.3476,0.9738,0.2955,0.8014,0.2618,0.9423,0.3365,0.9925,0.3104,0.9275,7.29,1,0,0,13,0.6171
vbajet32.dll,0.8509,BENIGN,RANSOMWARE,0.328,0.6678,0.0817,0.8833,0.1329,0.8775,0.3089,0.8372,0.2129,0.8165,4.73,0,0,0,50,0.6036
CNET_37589.exe,0.6516,BENIGN,RANSOMWARE,0.2518,0.2696,0.1348,0.248,0.385,0.2441,0.1455,0.2548,0.2293,0.2541,8.0,0,0,0,1,0.0248
racpldlg.dll,0.7835,BENIGN,RANSOMWARE,0.2504,0.3715,0.3184,0.3697,0.3625,0.4309,0.2397,0.533,0.2928,0.4263,7.07,0,0,0,285,0.1335
VBoxNine-x86.dll,0.7359,BENIGN,RANSOMWARE,0.189,0.4601,0.1558,0.4519,0.1336,0.5637,0.1774,0.4999,0.164,0.4939,5.03,1,0,0,96,0.33
CNET_257908.exe,0.4848,BENIGN,RANSOMWARE,0.0753,0.862,0.0264,0.8833,0.0262,0.8511,0.0342,0.7926,0.0405,0.8473,5.57,1,0,0,122,0.8067
srcore.dll,0.7,BENIGN,RANSOMWARE,0.0144,0.9474,0.0062,0.8272,0.004,0.8655,0.0147,0.8891,0.0098,0.8823,6.26,0,0,0,280,0.8725
mtxdm.dll,0.7,BENIGN,RANSOMWARE,0.02,0.9032,0.0038,0.7251,0.0072,0.7019,0.0042,0.7967,0.0088,0.7817,5.72,1,0,0,84,0.7729
t32_2870.exe,0.3341,BENIGN,SUSPICIOUS,0.6538,0.0794,0.1746,0.0834,0.3906,0.0877,0.574,0.0835,0.4483,0.0835,6.11,0,0,0,78,0.3647
P2PGraph.dll,0.7,BENIGN,RANSOMWARE,0.0075,0.9369,0.0023,0.8756,0.0017,0.8668,0.0014,0.8372,0.0032,0.8791,6.63,0,0,0,163,0.8759
Sourceforge_6131.exe,0.4341,BENIGN,SUSPICIOUS,0.1834,0.2696,0.0695,0.248,0.1151,0.2441,0.0778,0.2548,0.1114,0.2541,7.93,0,0,0,1,0.1427
Sourceforge_7662.exe,0.4654,BENIGN,SUSPICIOUS,0.0561,0.0177,0.1817,0.0232,0.2866,0.0216,0.1149,0.0212,0.1598,0.0209,5.99,0,0,0,1,0.1389
elsTrans.dll,0.7,BENIGN,RANSOMWARE,0.0396,0.9369,0.0038,0.8756,0.0022,0.8668,0.0055,0.8372,0.0128,0.8791,5.85,0,0,0,59,0.8664
IntelWifiIhv06.dll,0.7,BENIGN,RANSOMWARE,0.0848,0.9369,0.1259,0.8756,0.1307,0.8668,0.3568,0.8372,0.1746,0.8791,6.23,0,0,0,69,0.7046
CNET_101540.exe,0.4797,BENIGN,SUSPICIOUS,0.0517,0.0718,0.2859,0.069,0.3527,0.0826,0.1575,0.079,0.2119,0.0756,7.2,0,0,0,1,0.1363
