file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
MicrosoftEdgeUpdateSetup.exe,0.7066,BENIGN,RANSOMWARE,0.5386,0.1977,0.2579,0.0695,0.3982,0.1336,7.93,0,0,0,142,0.2646
Sourceforge_7313.exe,0.6811,BENIGN,RANSOMWARE,0.1223,0.018,0.2522,0.0203,0.1872,0.0192,7.23,0,0,0,1,0.1681
snxhk.dll,0.5969,BENIGN,RANSOMWARE,0.5215,0.1498,0.3282,0.1679,0.4249,0.1589,5.96,0,0,0,115,0.266
Sourceforge_2538.exe,0.4834,BENIGN,SUSPICIOUS,0.1386,0.018,0.208,0.0203,0.1733,0.0192,7.13,0,0,0,1,0.1541
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.6901,BENIGN,RANSOMWARE,0.7047,0.0192,0.6323,0.0323,0.6685,0.0257,5.97,0,0,0,0,0.6427
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0041,0.9154,0.0034,0.7736,0.0038,0.8445,6.22,0,0,0,128,0.8407
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0041,0.9249,0.0,0.7736,0.0021,0.8493,6.24,0,0,0,205,0.8472
git-bash.exe,0.9063,BENIGN,RANSOMWARE,0.6979,0.5023,0.8526,0.7353,0.7752,0.6188,7.55,0,0,0,86,0.1564
gdbserver.exe,0.749,BENIGN,RANSOMWARE,0.1132,0.2396,0.0826,0.4805,0.0979,0.3601,6.36,0,0,0,154,0.2621
NVDisplay.Container.exe,0.7439,BENIGN,RANSOMWARE,0.6366,0.1498,0.7186,0.1679,0.6776,0.1589,6.63,0,0,0,137,0.5187
windows.media.ocr.dll,0.7,BENIGN,RANSOMWARE,0.0096,0.8406,0.0034,0.8012,0.0065,0.8209,6.79,0,0,0,247,0.8144
CNET_13111.exe,0.4879,BENIGN,SUSPICIOUS,0.4102,0.5023,0.1803,0.5176,0.2953,0.51,7.99,0,0,0,0,0.2147
ResBParser.dll,0.8407,BENIGN,RANSOMWARE,0.7326,0.2396,0.736,0.3071,0.7343,0.2733,6.02,0,0,0,74,0.461
Sourceforge_2170.exe,0.4938,BENIGN,SUSPICIOUS,0.1422,0.2396,0.1836,0.228,0.1629,0.2338,7.77,0,0,0,1,0.0709
xgboost.dll,0.6325,BENIGN,RANSOMWARE,0.2647,0.6938,0.1349,0.7507,0.1998,0.7222,6.74,0,0,0,213,0.5224
AVGBrowserInstaller.exe,0.6247,BENIGN,RANSOMWARE,0.8501,0.2396,0.6765,0.2059,0.7633,0.2227,8.0,0,0,0,55,0.5406
msedge.dll,0.7,BENIGN,RANSOMWARE,0.2188,0.0976,0.3952,0.1426,0.307,0.1201,6.71,0,1,0,512,0.187
FileZillaServer.exe,0.987,BENIGN,RANSOMWARE,0.7047,0.6105,0.7162,0.7031,0.7104,0.6568,6.46,0,0,0,176,0.0537
Sourceforge_841.exe,0.6811,BENIGN,RANSOMWARE,0.1223,0.018,0.2522,0.0203,0.1872,0.0192,7.23,0,0,0,1,0.1681
ddodiag.exe,0.553,BENIGN,SUSPICIOUS,0.1665,0.2396,0.2163,0.2059,0.1914,0.2227,5.09,0,0,0,51,0.0313
Sourceforge_1217.exe,0.784,BENIGN,RANSOMWARE,0.3452,0.2396,0.3112,0.228,0.3282,0.2338,5.43,0,0,0,1,0.0944
ir32_32original.dll,0.9215,BENIGN,RANSOMWARE,0.3534,0.575,0.2795,0.3402,0.3164,0.4576,5.13,0,0,0,53,0.1412
gnsdk_fp.dll,0.9954,BENIGN,RANSOMWARE,0.8672,0.9716,0.866,0.8807,0.8666,0.9262,6.82,0,0,0,86,0.0595
NSIS.exe,0.9848,BENIGN,RANSOMWARE,0.8925,0.963,0.3862,0.7789,0.6394,0.8709,6.54,1,0,0,162,0.2315
mercury.exe,0.7413,BENIGN,RANSOMWARE,0.4619,0.8406,0.1426,0.5438,0.3023,0.6922,6.44,1,0,0,292,0.3899
secproc_isv.dll,0.8012,BENIGN,RANSOMWARE,0.2734,0.274,0.3456,0.228,0.3095,0.251,7.0,0,0,0,138,0.0585
w32.exe,0.7447,BENIGN,RANSOMWARE,0.3417,0.2396,0.2068,0.2059,0.2743,0.2227,6.13,0,0,0,93,0.0515
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.9322,BENIGN,RANSOMWARE,0.9163,0.1873,0.9096,0.1585,0.913,0.1729,7.8,0,0,0,0,0.7401
graywallsetup.exe,0.9476,BENIGN,RANSOMWARE,0.5476,0.6588,0.5058,0.8807,0.5267,0.7698,7.98,0,0,0,83,0.243
modemui.dll,0.7137,BENIGN,RANSOMWARE,0.0608,0.9716,0.1067,0.8807,0.0837,0.9262,5.84,0,0,0,166,0.8424
Sourceforge_1496.exe,0.8623,BENIGN,RANSOMWARE,0.2669,0.1977,0.2193,0.3402,0.2431,0.269,3.74,0,0,0,0,0.0258
UserInfo.dll,0.6363,BENIGN,RANSOMWARE,0.1033,0.2396,0.1056,0.3058,0.1044,0.2727,3.34,0,0,0,17,0.1682
Sourceforge_6858.exe,0.9396,BENIGN,RANSOMWARE,0.3542,0.018,0.6989,0.0203,0.5265,0.0192,3.01,0,0,0,1,0.5074
Sourceforge_1796.exe,0.4373,BENIGN,SUSPICIOUS,0.0386,0.018,0.091,0.0203,0.0648,0.0192,7.28,0,0,0,1,0.0457
CNET_250915.exe,0.7244,BENIGN,RANSOMWARE,0.1014,0.018,0.2784,0.0203,0.1899,0.0192,6.19,0,0,0,1,0.1708
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0419,0.9154,0.0321,0.7736,0.037,0.8445,4.12,0,0,0,196,0.8075
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0046,0.9716,0.0,0.8807,0.0023,0.9262,6.2,0,0,0,352,0.9239
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0433,0.0036,0.0661,0.0057,0.0547,0.0047,6.09,0,1,0,1,0.05
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0283,0.0036,0.0688,0.0057,0.0486,0.0047,6.06,0,1,0,1,0.0439
Sourceforge_4547.exe,0.6566,BENIGN,RANSOMWARE,0.1299,0.2396,0.2054,0.228,0.1676,0.2338,7.62,0,0,0,1,0.0662
windowsperformancerecordercontrol.dll,0.5941,BENIGN,RANSOMWARE,0.0664,0.8467,0.0294,0.8754,0.0479,0.861,6.42,0,0,0,248,0.8132
tapi32.dll,0.7,BENIGN,RANSOMWARE,0.0046,0.9118,0.0041,0.8057,0.0043,0.8587,6.63,0,0,0,152,0.8544
msys-nettle-8.dll,0.5956,BENIGN,RANSOMWARE,0.2795,0.1147,0.2459,0.3216,0.2627,0.2182,6.79,0,0,0,19,0.0446
CNET_224793.exe,0.9775,BENIGN,RANSOMWARE,0.5215,0.9163,0.169,0.9898,0.3452,0.953,7.63,1,0,0,291,0.6078
mintty.exe,0.9405,BENIGN,RANSOMWARE,0.1132,0.9154,0.1005,0.9898,0.1068,0.9526,5.72,0,0,0,470,0.8458
netwlv64.sys,0.7133,BENIGN,RANSOMWARE,0.3583,0.0727,0.3296,0.1102,0.344,0.0915,6.02,0,0,0,79,0.2525
widevinecdm.dll,0.7112,BENIGN,RANSOMWARE,0.8788,0.1905,0.528,0.1118,0.7034,0.1511,7.69,1,0,0,181,0.5522
