file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
git-bash.exe,0.5682,BENIGN,SUSPICIOUS,0.2676,0.243,0.328,0.4274,0.2978,0.3352,7.55,0,0,0,86,0.0374
Sourceforge_3362.exe,0.7227,BENIGN,RANSOMWARE,0.2597,0.1663,0.2728,0.1828,0.2662,0.1745,5.35,0,0,0,57,0.0917
NVDisplay.Container.exe,0.595,BENIGN,SUSPICIOUS,0.6486,0.1852,0.5785,0.2274,0.6136,0.2063,6.63,0,0,0,137,0.4072
softonic107.exe,0.584,BENIGN,SUSPICIOUS,0.2593,0.0078,0.1614,0.007,0.2104,0.0074,7.21,0,0,0,0,0.2029
CNET_13111.exe,0.8945,BENIGN,RANSOMWARE,0.387,0.4175,0.1138,0.5376,0.2504,0.4775,7.99,0,0,0,0,0.2272
ResBParser.dll,0.6497,BENIGN,SUSPICIOUS,0.2707,0.243,0.2495,0.3122,0.2601,0.2776,6.02,0,0,0,74,0.0175
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0699,0.0449,0.1197,0.026,0.0948,0.0355,6.71,0,1,0,512,0.0593
CNET_8866.exe,0.6004,BENIGN,SUSPICIOUS,0.077,0.0238,0.0937,0.0263,0.0854,0.025,4.13,0,0,0,1,0.0604
Sourceforge_3108.exe,0.7165,BENIGN,RANSOMWARE,0.4071,0.0238,0.1357,0.0263,0.2714,0.025,7.0,0,0,0,1,0.2464
Sourceforge_1217.exe,0.6506,BENIGN,SUSPICIOUS,0.0992,0.243,0.0509,0.2445,0.0751,0.2438,5.43,0,0,0,1,0.1687
ir32_32original.dll,0.7619,BENIGN,RANSOMWARE,0.1857,0.4479,0.162,0.3122,0.1739,0.3801,5.13,0,0,0,53,0.2062
gnsdk_fp.dll,0.7,BENIGN,RANSOMWARE,0.2707,0.9593,0.2584,0.7671,0.2646,0.8632,6.82,0,0,0,86,0.5986
wmadmod.dll,0.6855,BENIGN,SUSPICIOUS,0.334,0.243,0.0536,0.1053,0.1938,0.1742,6.86,0,0,0,145,0.0196
NSIS.exe,0.8111,BENIGN,RANSOMWARE,0.371,0.9424,0.1761,0.7671,0.2735,0.8548,6.54,1,0,0,162,0.5812
graywallsetup.exe,0.7,BENIGN,RANSOMWARE,0.0819,0.4095,0.0544,0.8417,0.0681,0.6256,7.98,0,0,0,83,0.5575
Sourceforge_1496.exe,0.885,BENIGN,RANSOMWARE,0.0949,0.1986,0.0713,0.3682,0.0831,0.2834,3.74,0,0,0,0,0.2003
libwaresource.dll,0.5865,BENIGN,SUSPICIOUS,0.6293,0.0578,0.2325,0.0106,0.4309,0.0342,7.99,0,0,0,0,0.3967
UserInfo.dll,0.6393,BENIGN,SUSPICIOUS,0.0674,0.1852,0.0546,0.2218,0.061,0.2035,3.34,0,0,0,17,0.1425
Sourceforge_6858.exe,0.7228,BENIGN,RANSOMWARE,0.2752,0.0238,0.7387,0.0263,0.5069,0.025,3.01,0,0,0,1,0.4819
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0188,0.9062,0.0252,0.7671,0.022,0.8367,4.12,0,0,0,196,0.8147
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0076,0.9593,0.0003,0.7671,0.0039,0.8632,6.2,0,0,0,352,0.8593
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0195,0.0044,0.0402,0.007,0.0299,0.0057,6.09,0,1,0,1,0.0242
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0155,0.0044,0.0344,0.007,0.025,0.0057,6.06,0,1,0,1,0.0193
windowsperformancerecordercontrol.dll,0.7,BENIGN,RANSOMWARE,0.0448,0.8218,0.0146,0.7743,0.0297,0.7981,6.42,0,0,0,248,0.7683
libstdc++-6.dll,0.6721,BENIGN,SUSPICIOUS,0.4065,0.0779,0.054,0.1623,0.2303,0.1201,6.6,0,0,0,166,0.1102
mintty.exe,0.7,BENIGN,RANSOMWARE,0.0574,0.8589,0.0373,0.8954,0.0474,0.8771,5.72,0,0,0,470,0.8298
netwlv64.sys,0.7629,BENIGN,RANSOMWARE,0.5134,0.0798,0.3862,0.0882,0.4498,0.084,6.02,0,0,0,79,0.3658
dot3ui.dll,0.6167,BENIGN,SUSPICIOUS,0.2364,0.1332,0.0326,0.2057,0.1345,0.1694,6.88,0,0,0,152,0.0349
