file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_1496.exe,0.6135,BENIGN,RANSOMWARE,0.1091,0.191,0.0921,0.2958,0.1006,0.2434,3.74,0,0,0,0,0.1429
UserInfo.dll,0.6251,BENIGN,RANSOMWARE,0.0566,0.1688,0.039,0.3507,0.0478,0.2598,3.34,0,0,0,17,0.2119
Sourceforge_6858.exe,0.4613,BENIGN,RANSOMWARE,0.0656,0.0201,0.1557,0.0233,0.1107,0.0217,3.01,0,0,0,1,0.089
CNET_250915.exe,0.3491,BENIGN,RANSOMWARE,0.0517,0.0201,0.1734,0.0233,0.1125,0.0217,6.19,0,0,0,1,0.0909
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0299,0.93,0.0259,0.7529,0.0279,0.8415,4.12,0,0,0,196,0.8136
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0073,0.9551,0.0005,0.8436,0.0039,0.8993,6.2,0,0,0,352,0.8954
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0192,0.0048,0.0272,0.0068,0.0232,0.0058,6.09,0,1,0,1,0.0174
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0192,0.0048,0.0278,0.0068,0.0235,0.0058,6.06,0,1,0,1,0.0177
Sourceforge_4776.exe,0.2555,BENIGN,RANSOMWARE,0.0246,0.0057,0.0216,0.0069,0.0231,0.0063,3.68,0,0,0,1,0.0168
Sourceforge_5930.exe,0.2672,BENIGN,RANSOMWARE,0.0246,0.0201,0.0244,0.0233,0.0245,0.0217,3.84,0,0,0,1,0.0028
CNET_224793.exe,0.4429,BENIGN,RANSOMWARE,0.1232,0.4567,0.0357,0.4483,0.0794,0.4525,7.63,1,0,0,291,0.373
Sourceforge_7732.exe,0.2356,BENIGN,RANSOMWARE,0.0851,0.0201,0.1925,0.0233,0.1388,0.0217,6.96,0,0,0,1,0.1171
Sourceforge_2621.exe,0.43,BENIGN,RANSOMWARE,0.1172,0.0201,0.2101,0.0233,0.1637,0.0217,6.91,0,0,0,1,0.142
mintty.exe,0.8887,BENIGN,RANSOMWARE,0.0318,0.8287,0.039,0.9016,0.0354,0.8652,5.72,0,0,0,470,0.8298
netwlv64.sys,0.3006,BENIGN,RANSOMWARE,0.1199,0.0434,0.28,0.0584,0.2,0.0509,6.02,0,0,0,79,0.1491
