File_Path,Verdict,Score_or_Error
samples/ran/VirusShare_87c7f570f34d2ae077f0562b2b9bbb98.exe,MALWARE,0.9999
samples/ran/VirusShare_88beecdced1111a035a256d45dfc50c3.exe,MALWARE,1.0
samples/ran/VirusShare_91f1c4648a321346014f276b31966ffb.exe,MALWARE,0.997
samples/ran/VirusShare_97b0a298b70cbb33056e43cd3360a096.exe,MALWARE,1.0
samples/ran/VirusShare_98f6bf1becc2dac84a4012f50bcd3e0f.exe,MALWARE,0.9482
samples/ran/VirusShare_122ddeb6b3879d9857689fcac2734267.exe,MALWARE,0.9972
samples/ran/VirusShare_131a98d732d8ed4697b8fd01d3b7ebc9.exe,MALWARE,0.9974
samples/ran/VirusShare_138e42d658d6e23ad0f88708b4b3599a.exe,MALWARE,0.9986
samples/ran/VirusShare_147adaf5ec830066e1c8fdb3914af136.exe,MALWARE,0.9984
samples/ran/VirusShare_157fc8c3997984ef720a3751392fddfe.exe,MALWARE,0.9969
samples/ran/VirusShare_170a3ad98f6f83a052431f91301f68ca.exe,MALWARE,0.9884
samples/ran/VirusShare_198b5bfb79ffd4cc022a0d5832a5a72e.exe,MALWARE,0.9994
samples/ran/VirusShare_201be7a824a5ce0fc2e5c73ea5d8d426.exe,MALWARE,1.0
samples/ran/VirusShare_209a288c68207d57e0ce6e60ebf60729.exe,MALWARE,0.9999
samples/ran/VirusShare_222b76c7d8a06e1975bb43ba5102eba7.exe,MALWARE,0.9956
samples/ran/VirusShare_284b37c4771f4dcf91a37348014e04ff.exe,CLEAN,0.3995
samples/ran/VirusShare_365b7e655602558a49633c0e2b5abe50.exe,MALWARE,1.0
samples/ran/VirusShare_397c8e3a2c0b2bef61f375f7557cf1c8.exe,MALWARE,0.9986
samples/ran/VirusShare_400d4d727950f4d6de451115b8c4cfc1.exe,CLEAN,0.1069
samples/ran/VirusShare_408df88ad1ef7b6b83938adfdde69651.exe,MALWARE,0.993
samples/ran/VirusShare_00462daad93d1950efb7685771793a9f.exe,MALWARE,0.7394
samples/ran/VirusShare_486f4914bbd37fd14a54c7b188406b83.exe,MALWARE,0.9095
samples/ran/VirusShare_0504a0e2703bc450721fb27b4c56617f.exe,MALWARE,0.9999
samples/ran/VirusShare_0522c889f96c0125d24605166269c5e0.exe,MALWARE,0.9867
samples/ran/VirusShare_537f3a22bb83b8643c0f676887d49f57.exe,MALWARE,0.7405
samples/ran/VirusShare_546fd0d0dfa1ba77027f1e10b35b5adb.exe,MALWARE,0.9968
samples/ran/VirusShare_569f0960616082350e92fb6041b5e21c.exe,MALWARE,1.0
samples/ran/VirusShare_0589b4f064cc5985583199034b4ddf75.exe,MALWARE,1.0
samples/ran/VirusShare_640f5b7388f20f55db1aacf08c4011dd.exe,MALWARE,1.0
samples/ran/VirusShare_675be3ad2c3986baa0cb2c30cba15a26.exe,MALWARE,0.9993
samples/ran/VirusShare_680a9dc44ef0e29e3a991151dd6c0a3b.exe,MALWARE,0.9764
samples/ran/VirusShare_762f447ab81f9624ce20310a256f79da.exe,MALWARE,0.9378
samples/ran/VirusShare_845e8fecea2380d3440e79f839737c91.exe,MALWARE,0.9999
samples/ran/VirusShare_857c430d5c04fa7858a6831af10d5669.exe,MALWARE,1.0
samples/ran/VirusShare_894d1e78be3d2af913972ca70fcfbc1f.exe,MALWARE,0.9923
samples/ran/VirusShare_910f21b7a3e10ae0c325da6b4c5aec10.exe,MALWARE,0.9957
samples/ran/VirusShare_941fb1cd3fdab89abc35f0a21abd2f45.exe,MALWARE,1.0
samples/ran/VirusShare_2340fb4d02df11c9343a98e20914b015.exe,MALWARE,0.9995
samples/ran/VirusShare_2529b44edd4e5eaac9f70da0a9ccbe90.exe,MALWARE,1.0
samples/ran/VirusShare_3272e47888e31da39263e166e0db214d.exe,MALWARE,1.0
samples/ran/VirusShare_3772a3deeb781803a907ed36ee10681d.exe,SUSPICIOUS,0.4911
samples/ran/VirusShare_3800b9ad7e6cfd036599f41ba7fc7d81.exe,MALWARE,0.9975
samples/ran/VirusShare_4037ff24c6d519077ebde1a5271ffd30.exe,MALWARE,0.9986
samples/ran/VirusShare_4897fb168896712aa767e7b94590e9f9.exe,MALWARE,0.9948
samples/ran/VirusShare_5171f41ab56853921e11b9eb74605de1.exe,MALWARE,0.9986
samples/ran/VirusShare_5620bffe6a9664b626c3b7cfff6c7b0d.exe,MALWARE,0.999
samples/ran/VirusShare_5704e036ba8e426dd332712078fb5041.exe,MALWARE,0.9991
samples/ran/VirusShare_6068a588e385af1c061754babc266c37.exe,MALWARE,0.999
samples/ran/VirusShare_6155c96dbb12a0371130905f5b6a677c.exe,MALWARE,0.6676
samples/ran/VirusShare_7006c20806e0c8c9387c7bc7e5755a7e.exe,MALWARE,1.0
samples/ran/VirusShare_7139af514847448ff9ad477c29d7aaa1.exe,MALWARE,1.0
samples/ran/VirusShare_7207d7d308e600d53bc7a0b1536680aa.exe,CLEAN,0.005
samples/ran/VirusShare_7624bc53851fb229fa84e8d59a0b2bfc.exe,MALWARE,0.9996
samples/ran/VirusShare_8441d32f80ef2c7772b25db4b95aab4f.exe,CLEAN,0.0028
samples/ran/VirusShare_8459abb72bf63d8b10b6e4dc11145e25.exe,MALWARE,0.9856
samples/ran/VirusShare_8533ca3518ee06d6219f7eaa43a2cbb8.exe,MALWARE,0.9987
samples/ran/VirusShare_8901e13e8e01a6f9223c78a903d8fb46.exe,MALWARE,0.9988
samples/ran/VirusShare_9095cfc95532a1255884c28e410473f5.exe,MALWARE,0.9949
samples/ran/VirusShare_9662f36fb3bcd1ad2614a8c00915db6c.exe,MALWARE,0.9999
samples/ran/VirusShare_17740a31da003de7d03e1a89ffa01b40.exe,MALWARE,0.9995
samples/ran/VirusShare_22521f4ea1fa1815dc069a81eab66845.exe,MALWARE,0.9886
samples/ran/VirusShare_33765d0fee3cbcd9965d7cb1a3ebcb94.exe,MALWARE,0.9966
samples/ran/VirusShare_34817e9a32006b2f5a98f2be51deb866.exe,MALWARE,0.9482
samples/ran/VirusShare_36777d52fc72c238d1d0a99ebbd9bed8.exe,MALWARE,1.0
samples/ran/VirusShare_40745d53e1c9fbb91a644ac6bf663214.exe,MALWARE,0.9986
samples/ran/VirusShare_55732b78a249f21b67d27333700b191e.exe,MALWARE,0.9954
samples/ran/VirusShare_55841d5818935938e350943471785894.exe,MALWARE,0.9999
samples/ran/VirusShare_58730d4aba13672ad9e1fd8699a74bdb.exe,MALWARE,0.9916
samples/ran/VirusShare_59163c2f24b2abd94c05f42897fd0155.exe,MALWARE,1.0
samples/ran/VirusShare_85750ff9ebee9de728616942e1242885.exe,MALWARE,0.9988
samples/ran/VirusShare_98503a4774c5dd713294f6cf63212aa1.exe,MALWARE,0.9945
samples/ran/VirusShare_203467d6e5cf4ba9f07fc9ed5eb9efc8.exe,MALWARE,0.9974
samples/ran/VirusShare_229879cbfe61fa85fb94cb4f6bfd20dd.exe,MALWARE,0.9909
samples/ran/VirusShare_407897b821cea2068ad3aa0cbe1b292c.exe,MALWARE,1.0
samples/ran/VirusShare_454442ba76755fb40b25551d352574ee.exe,MALWARE,0.9986
samples/ran/VirusShare_631642b3ebcc9970ae58228f8987f0ec.exe,MALWARE,0.9485
samples/ran/VirusShare_650900c673a7f7eae7a4e0d9a5a48c86.exe,MALWARE,0.9986
samples/ran/VirusShare_718965a0988de9690f2a11cea3dfd9a2.exe,SUSPICIOUS,0.4555
samples/ran/VirusShare_744314e66ec29836ff161977dec163f0.exe,MALWARE,0.9962
samples/ran/VirusShare_964263c2a01e325cc6ea3d4054959e96.exe,MALWARE,1.0
samples/ran/VirusShare_2201040fb068f2786bb47d21d4330bf2.exe,MALWARE,0.9998
samples/ran/VirusShare_4556057f91927590d861beee55713a39.exe,MALWARE,0.9996
samples/ran/VirusShare_4839995ba2009a936e1bd39cba4d7528.exe,MALWARE,1.0
samples/ran/VirusShare_5562874e61889147d1c8095dbe4cfceb.exe,MALWARE,1.0
samples/ran/VirusShare_6598002f493dc044090d661ccbbaa50e.exe,MALWARE,1.0
samples/ran/VirusShare_9022655e1aa7b806d42b8675a6caa4a9.exe,MALWARE,1.0
samples/ran/VirusShare_15698272bf831a46f16eb562e2b22e0c.exe,MALWARE,0.9974
samples/ran/VirusShare_58228545a2b076d270e3c75ead70130b.exe,MALWARE,1.0
samples/ran/VirusShare_60384034bf8049cf4c2cd3f68550f8d8.exe,MALWARE,0.9981
samples/ran/VirusShare_65658761e3f238feb02a91229bd2d046.exe,MALWARE,0.9992
samples/ran/VirusShare_176750894bafe1156b0246ceeb9a6560.exe,MALWARE,0.9999
samples/ran/VirusShare_298713674f3e14eafbd2894fc7f6dd9c.exe,MALWARE,0.9951
samples/ran/VirusShare_558269793d2891c357952ecb435a2493.exe,MALWARE,1.0
samples/ran/VirusShare_920256744075b2d2cffcfc5f62c7f2a9.exe,MALWARE,0.9997
samples/ran/VirusShare_a5c10c273d8e08b47bfebb032f23b020.exe,MALWARE,0.9977
samples/ran/VirusShare_a6ba91e5dfcc7a6a26eee327d0311214.exe,MALWARE,0.9999
samples/ran/VirusShare_a9d1f6ab9f83e46f0a3c6b1d2b8cafd2.exe,MALWARE,0.9995
samples/ran/VirusShare_a30c43def6e47ff34e07c039c8a03e39.exe,MALWARE,1.0
samples/ran/VirusShare_a45f6ecc82c57d9d850ff09b6c2cd4a8.exe,MALWARE,0.9991
samples/ran/VirusShare_a53e21714d2e27124fb84bb741fecef5.exe,MALWARE,0.9926
samples/ran/VirusShare_a2208d809a015311e5d9e7a3de4b8f6f.exe,MALWARE,0.9992
samples/ran/VirusShare_a2724f6b6abafa33ac6c4724f9c6e847.exe,MALWARE,0.9993
samples/ran/VirusShare_a88203d5eb61bc1a5e68339cafa68d5f.exe,MALWARE,0.9986
samples/ran/VirusShare_aabe2844ee61e1f2969d7a96e1355a99.exe,MALWARE,0.9999
samples/ran/VirusShare_aaf64a5bd9446314cbd37b05bef5e84d.exe,MALWARE,1.0
samples/ran/VirusShare_ab0dfe631614a724cd9c6a6cd6b996b1.exe,MALWARE,1.0
samples/ran/VirusShare_ab441b737a8ce6af6448a213414ccb21.exe,MALWARE,0.994
samples/ran/VirusShare_ab1782127641721a49d849590e1a6a70.exe,MALWARE,0.9972
samples/ran/VirusShare_ac5019460dc5a133767365ab58b56d1d.exe,MALWARE,1.0
samples/ran/VirusShare_acb782c4765cdec003587e4b5de623cd.exe,MALWARE,0.9926
samples/ran/VirusShare_ad4f2dc8eb5814d0771ea413185f18cc.exe,MALWARE,0.979
samples/ran/VirusShare_aeb27f05878cea96bb3fa7fc5152656a.exe,MALWARE,0.993
samples/ran/VirusShare_af20e5e74d958e035fac4f3f6b67f761.exe,MALWARE,0.9993
samples/ran/VirusShare_af51b1820e9173d5d8d49ab2b5240543.exe,SUSPICIOUS,0.5459
samples/ran/VirusShare_b4de54b35be567dccdb82bdd68ee2e65.exe,MALWARE,1.0
samples/ran/VirusShare_b58d9f7e9ffe2afd611dab821abf2b99.exe,MALWARE,0.7624
samples/ran/VirusShare_b92cb06f27febdd6da07181b2f4dc465.exe,MALWARE,0.7394
samples/ran/VirusShare_b268ebf7a6891026d9445ef4fd9296de.exe,MALWARE,0.9943
samples/ran/VirusShare_b432d41a6396e5c0b18347ccea0e2531.exe,MALWARE,0.9992
samples/ran/VirusShare_b790d39303d6dd72888356ccf29496d3.exe,MALWARE,1.0
samples/ran/VirusShare_b050829d2b12d2364c31266ad9c95503.exe,MALWARE,0.9896
samples/ran/VirusShare_b562746a8c97f88032d317fbbbd2ac95.exe,MALWARE,0.9999
samples/ran/VirusShare_bafad0b34407138797a3e0bbf6a53f99.exe,MALWARE,0.9675
samples/ran/VirusShare_bc3725c3ccead94e325301bd8fb8029d.exe,MALWARE,0.9965
samples/ran/VirusShare_bd0a3c308a6d3372817a474b7c653097.exe,SUSPICIOUS,0.4911
samples/ran/VirusShare_bd8cf47c7fc24765266f7cd9c0ec2216.exe,MALWARE,1.0
samples/ran/VirusShare_be8fcbe796af1267a45b9cba4ed08335.exe,CLEAN,0.0026
samples/ran/VirusShare_be62854618491cb4fe30b2299102bb1b.exe,CLEAN,0.0025
samples/ran/VirusShare_bf38a653bb4f128f1ac6cdcabb59736d.exe,MALWARE,1.0
samples/ran/VirusShare_bfb4aa382449f048d4ef7690d303a9d0.exe,MALWARE,0.9986
samples/ran/VirusShare_c1d7e22dee9d491ae31c05db209ceed2.exe,MALWARE,0.9999
samples/ran/VirusShare_c2efdab47b2d73830a22c9ac0b657312.exe,MALWARE,0.9999
samples/ran/VirusShare_c3b50e2fa497712012f592ba50b343bb.exe,MALWARE,1.0
samples/ran/VirusShare_c8b8a5528bbbf36abccffbb089a693ac.exe,MALWARE,0.9992
samples/ran/VirusShare_c0720c62caf1a0e3daa664c239b9d64b.exe,MALWARE,0.9992
samples/ran/VirusShare_c790ba4da0a6d728ef71c3609bd45dca.exe,MALWARE,0.9999
samples/ran/VirusShare_c966f25f5f3a8f610f9ca4d5ec265a01.exe,MALWARE,0.9986
samples/ran/VirusShare_c1411cf058f6e78f5e799062562739c9.exe,MALWARE,1.0
samples/ran/VirusShare_c26531b7ffa1ad3f667f6a7c4b57be11.exe,MALWARE,1.0
samples/ran/VirusShare_c7939427cc70a9afaffc9c409993fa8a.exe,MALWARE,0.9902
samples/ran/VirusShare_ca59e1d9b1d33ce3490269ce3766974d.exe,MALWARE,0.9999
samples/ran/VirusShare_cb5e0918cb1bf25aba8a1ef885632f03.exe,MALWARE,0.9957
samples/ran/VirusShare_cb607388d6b05dcf0d77fd06f563511d.exe,MALWARE,0.9935
samples/ran/VirusShare_cc8ee8de8d06495b253c2af1e8156e90.exe,MALWARE,1.0
samples/ran/VirusShare_cd7cea2165d14410e6ede0af8a2fc6bf.exe,MALWARE,0.9983
samples/ran/VirusShare_cd85c3d61414b656b4c446764826e51a.exe,MALWARE,0.9937
samples/ran/VirusShare_ce42c431b4edbcd2342e6646d73833fc.exe,MALWARE,1.0
samples/ran/VirusShare_d01a267426e91f459f19ceb4d6f2f45b.exe,MALWARE,1.0
samples/ran/VirusShare_d2d3485c6d0b4e863139d6ca018f1662.exe,MALWARE,0.9986
samples/ran/VirusShare_d2df0e5427b18e099ab0abce9d5b620b.exe,MALWARE,0.9964
samples/ran/VirusShare_d9b154f3b6fada7c6b452e56bcce53a1.exe,MALWARE,0.9999
samples/ran/VirusShare_d9bd21e8a1bb85ea00bdb56fee9d2d51.exe,MALWARE,1.0
samples/ran/VirusShare_d17a5c8dca7a623e7b5b8d40bb102011.exe,MALWARE,0.7151
samples/ran/VirusShare_d23c1057bfe4f1aaaf5a5a5bc37bd061.exe,CLEAN,0.0041
samples/ran/VirusShare_d39ff6af6f6ecb3a8fbb50bda74bdea7.exe,MALWARE,1.0
samples/ran/VirusShare_d49e8577a52d1ebad5c4ec463eae4220.exe,MALWARE,1.0
samples/ran/VirusShare_d78ba016553c66c5e47275d5ae6ae6c5.exe,MALWARE,0.979
samples/ran/VirusShare_d79fccb1d033bd2cda568814774146ed.exe,MALWARE,1.0
samples/ran/VirusShare_da3ee78028d77547039aa0ec7c4c1bf8.exe,MALWARE,0.9935
samples/ran/VirusShare_da71729bb8ffca2f8b77edea7f5bde7a.exe,MALWARE,0.9974
samples/ran/VirusShare_da4505149a71ccc4bab0c4976d42d8e9.exe,MALWARE,1.0
samples/ran/VirusShare_dae87cecdc13f633902e80b46c523c7d.exe,MALWARE,0.9992
samples/ran/VirusShare_dc8bc1f88c3da5aa04fea4933d74f3b6.exe,MALWARE,1.0
samples/ran/VirusShare_dd3a8e6508778b658a61160bbafea6c0.exe,MALWARE,0.9986
samples/ran/VirusShare_de3e1267108e0fd57cdb8dd142125183.exe,MALWARE,0.9708
samples/ran/VirusShare_df9c496e9bbf9679cd8461079971ec74.exe,MALWARE,0.9999
samples/ran/VirusShare_df809cafb2bb0adbb616635e3b16ab8a.exe,MALWARE,0.7941
samples/ran/VirusShare_dfbf0314df5579ed71724aa49ee69610.exe,MALWARE,0.6676
samples/ran/VirusShare_e4a4a8ebcc7568133dd20adac924374b.exe,MALWARE,1.0
samples/ran/VirusShare_e5a5ea85cf37ce281a21862a15633cfb.exe,MALWARE,0.9999
samples/ran/VirusShare_e14e6884fcb075c6c26b1838799f592d.exe,MALWARE,0.9986
samples/ran/VirusShare_e34ff25373c3cb3d24aea70273942b73.exe,MALWARE,0.999
samples/ran/VirusShare_e36bbd682b5dd435baec8ec268c9c825.exe,MALWARE,0.9898
samples/ran/VirusShare_e89f09fdded777ceba6412d55ce9d3bc.exe,MALWARE,1.0
samples/ran/VirusShare_e545e24dd17466ee3f9fb3916dd934a7.exe,MALWARE,0.9997
samples/ran/VirusShare_e858b08060e3eebecdfea32e36fe6983.exe,MALWARE,0.9999
samples/ran/VirusShare_e342274b59e65578a37019215b798b45.exe,MALWARE,1.0
samples/ran/VirusShare_e6387351bb3c31c0676e61ae939f72d5.exe,MALWARE,0.9986
samples/ran/VirusShare_eb4943009e1976c9bf5bc6bf4ea44e4e.exe,MALWARE,0.9873
samples/ran/VirusShare_eba71193d3525c657f2426f815bb3625.exe,MALWARE,1.0
samples/ran/VirusShare_ebca89c07e65029da85ecbbf4a6d3e0c.exe,MALWARE,1.0
samples/ran/VirusShare_ec2b6ecfc8ca67f9357b6550166a0838.exe,MALWARE,1.0
samples/ran/VirusShare_ef4a5ac1ae923346898c5e10f36b12ac.exe,MALWARE,0.994
samples/ran/VirusShare_ef8d02d90a3d369ccf8cece4f0f72ceb.exe,CLEAN,0.0051
samples/ran/VirusShare_ef1583e04b6f74c821408a47dfc900ec.exe,MALWARE,0.979
samples/ran/VirusShare_ef5798e81932e6c719416d402127d63a.exe,MALWARE,0.9834
samples/ran/VirusShare_f1b3ae7309941128248c9c15f6e44ee5.exe,MALWARE,0.9806
samples/ran/VirusShare_f04d6fbe1f3d26b2afbc8b9ef2d8131b.exe,MALWARE,0.9986
samples/ran/VirusShare_f04e4e2f4061731b93809cc768e14e61.exe,SUSPICIOUS,0.4555
samples/ran/VirusShare_f6ec322450da7ee7f89092d4f7fb370a.exe,MALWARE,0.9993
samples/ran/VirusShare_f24e6374518fa7aed3d24a064a03bd23.exe,MALWARE,0.9995
samples/ran/VirusShare_f59e431e6f2ca0c31f0e376b867716d3.exe,MALWARE,0.9986
samples/ran/VirusShare_f267f725d69921556f969b3f9425dbb4.exe,CLEAN,0.0161
samples/ran/VirusShare_fab3bfbc514d2e742f5c1f7d096a1798.exe,MALWARE,1.0
samples/ran/VirusShare_fcd50407390dd01b1d75ddad8cb19f58.exe,MALWARE,0.9986
samples/ran/VirusShare_fd4f91a73f52cd100012d32b18b81daa.exe,MALWARE,1.0
samples/ran/VirusShare_fdcbd3fb48ffe4cf3314b03284506d1c.exe,MALWARE,0.9986
samples/ran/VirusShare_fdf9286be143306b3b352e9bedf92e8a.exe,MALWARE,0.9991
samples/ran/VirusShare_ff917df93a0f4c6db6baf9372a6218eb.exe,MALWARE,0.9986
