File_Path,Verdict,Score_or_Error
/home/heph/Documents/code/ransom/new/mb_dataset/samples/cd9a1a722a0f2591bc76393f5b8f67523b7ffac26a1f17b7f5843fec0464850b.exe,SUSPICIOUS,0.911
/home/heph/Documents/code/ransom/new/mb_dataset/samples/1e7c0f7091e8ed3687b06556cbbda638af99e35d372ba257cedb8ada4b2c43fe.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/6d000a159fe10af1b29ddf4e4015931a9e9d0a020aeef0c602d8c5419b5966e6.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7ea5afbc166c4e23498aa9747be81ceaf8dad90b8daa07a6e4644dc7c2277b82.exe,MALWARE,0.9992
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d80facfa346ecda27da4c7f73196ae766bc21bd3bc6f7828ecc9b390985fb92f.exe,MALWARE,0.7327
/home/heph/Documents/code/ransom/new/mb_dataset/samples/431194da56ac840593ffc09ed03fcca3c328100b0e0ba43b19674f0a416874e9.exe,MALWARE,0.9973
/home/heph/Documents/code/ransom/new/mb_dataset/samples/0303f89829763e734b1f9d4f46671e59bfaa1be5d8ec84d35a203efbfcb9bb15.exe,MALWARE,1.0
/home/heph/Documents/code/ransom/new/mb_dataset/samples/1ea37e077e6b2463b8440065d5110377e2b4b4283ce9849ac5efad6d664a8e9e.exe,MALWARE,1.0
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4f88d3977a24fb160fc3ba69821287a197ae9b04493d705dc2fe939442ba6461.exe,MALWARE,1.0
/home/heph/Documents/code/ransom/new/mb_dataset/samples/49c720758b8a87e42829ffb38a0d7fe2a8c36dc3007abfabbea76155185d2902.exe,MALWARE,1.0
/home/heph/Documents/code/ransom/new/mb_dataset/samples/dd9d0e7782ca60bb854edf9c818ef81c2a4ce12c161b52a173c01d5cd0855b32.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a921508ae0a3b0dc7b061038f87ceab835e19a1fe1cbd9b64380984618dd7827.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/f40fb93230bb13d6116c03f0181f7ee0c613248035bc42f7b7507f73246cff88.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/be5a227f37daacf290e6a9f1bde4af3ced734eb4bd5f2c8fb976cdd4f29a7f76.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4fbbf0d94f1140ffde0bdd48c5b07f91f2292fae78b227e48a50b60ed624763b.exe,MALWARE,0.9929
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a31e56a60d7c9b547b1e7dfe402d7fb02789dcd117eadf59593e5401460843d4.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a2254802dd387d0e0ceb61e2849a44b51879f625b89879e29592c80da9d479a2.exe,MALWARE,0.9508
/home/heph/Documents/code/ransom/new/mb_dataset/samples/def3fe8d07d5370ac6e105b1a7872c77e193b4b39a6e1cc9cfc815a36e909904.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/8eb09dc2383a16fa024f924c20a7648992a35ac2992279edefad50688aa84660.exe,SUSPICIOUS,0.5172
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a34acd47127196ab867d572c2c6cf2fcccffa3a7a87e82d338a8efed898ca722.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/5c3ce324ded0942df4b4cbf80cf195263f105daf5c729255c628bb3a4f8ab3de.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/b60ef95da28cba0d44cad8d03121b0bec3bc3865044d010cffb8450629d91c9f.exe,MALWARE,0.9984
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d59661bf4866a29b4c1efa358919b2c8e7501df80e9038f0fad641a317183748.exe,MALWARE,0.9855
/home/heph/Documents/code/ransom/new/mb_dataset/samples/425b2f283b71237276f84d941d9c2982c7f61a9aff12ece10e15065b73b7165e.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/b211537ea626fae4ad2ef5ee2652633dc68aaf20da6eb953a44f266c4106b367.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/11affbeb18f4d6edcc9a4be5a82f8e23dfc31178887e97119faa5ddc75990494.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/b7796a3b1812f329c43d5d37bbb6d8032b7bc06b15af29f555eb3e0c7b1b1c3d.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/3e4539b9eebccf87d78328a5d0da8cbdcc8c960c37af0acf173460350dcbbbae.exe,MALWARE,0.9951
/home/heph/Documents/code/ransom/new/mb_dataset/samples/da23793f3cc05f8381c1b4c5960c72b9f6cbffff96d23085d4f07fe572116acd.exe,MALWARE,0.9991
/home/heph/Documents/code/ransom/new/mb_dataset/samples/8695e342477f2d6a4f71917c796af1d0a69653002bc37a12a15a9afda27f70e9.exe,MALWARE,0.9549
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7d6e60e0b8df735fc26417314f2f91599f7438d280ab700def75c23400a905e9.exe,MALWARE,0.9664
/home/heph/Documents/code/ransom/new/mb_dataset/samples/6698af98eb6bd00b5420a64aa5ae06ab3f56d85b9726a1bbe6fa2be8943fcef3.exe,MALWARE,0.9978
/home/heph/Documents/code/ransom/new/mb_dataset/samples/002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,MALWARE,0.8418
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d62ba205782c8dabe56f349a97148cff6e3a63a4675d5f346ea1ff3a08e269c1.exe,MALWARE,0.9978
/home/heph/Documents/code/ransom/new/mb_dataset/samples/880269de661c86a9cfe2b2d1343fae27b9d3c1e8cdc05c5ca1f1771eebccf49c.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/ca3e83f9ce6b215baa2d930c7afb4f04e47683d6e198c9348af7fa96168054f6.exe,MALWARE,0.9806
/home/heph/Documents/code/ransom/new/mb_dataset/samples/356d5298be16003b7ef9b8c82a520d156d7fbd6e59a0f381048ad4e99453541b.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/f32d28319baa3ad918e1587a17e6b6fb824a985d0dc57f4ae37b9671faf5ae84.exe,MALWARE,0.9982
/home/heph/Documents/code/ransom/new/mb_dataset/samples/e1dcb1c127382b80f8061bcd7ac7803bc3beada7c396f29804bc6a6e2b3e73b3.exe,MALWARE,0.9955
/home/heph/Documents/code/ransom/new/mb_dataset/samples/77d84da6fb29e78cc1c3d9c4e45d6eb7a7cfeadc261a0c5e0f7e8566da448398.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/94b5d0e40f6d108e0acc376f2b227167386259e0e197d205a1579350cc302b03.exe,MALWARE,0.98
/home/heph/Documents/code/ransom/new/mb_dataset/samples/24f7b66c88ba085d77c5bd386c0a0ac3b78793c0e47819a0576b60a67adc7b73.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/3b0b4a11ad576588bae809ebb546b4d985ef9f37ed335ca5e2ba6b886d997bac.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/c79a8e65125330dccc53abf6c1bcb44b997b08995f30a0cca6881fa8a294fa4b.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/374f9df39b92ccccae8a9b747e606aebe0ddaf117f8f6450052efb5160c99368.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/5cc7ac31ee2e1c795faeafaae4cd2bc52296350f6bc00b9a7e5e15fa4277e473.exe,MALWARE,0.9987
/home/heph/Documents/code/ransom/new/mb_dataset/samples/40a87dc07204b2cd9f02afd39b9d0c0b56a579e1a0282fb6c166ccc46cc8ec70.exe,MALWARE,0.9937
/home/heph/Documents/code/ransom/new/mb_dataset/samples/1883f96a17abd478d2b068662a56c717729c96e0270ce3d517c2a72b1f829b0c.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a6a397fec6c109a1402c6f1144d647843b2093f65fedd27204b40ebeea0640b6.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/31e1948d4e15f5eebeeb8c43d57ae0398b39d0edea908df6bcd6e032bbdb93e5.exe,MALWARE,0.9687
/home/heph/Documents/code/ransom/new/mb_dataset/samples/463e0c67cf75a210227602c67588975ed9551feeb40adda43342283817a0ef29.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/ed3d41adb2ef265be900affab26864dc0a52ca45fa5d13057879c241c93db6a6.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/112a40f154ad5de7f8fffa34e50751ab8b893f5285f96e7179177374127fcb6c.exe,MALWARE,0.8559
/home/heph/Documents/code/ransom/new/mb_dataset/samples/09175b12be9491968e6d9f8878a634156075da518a31f416956fbd0c50fa36d0.exe,MALWARE,0.9582
/home/heph/Documents/code/ransom/new/mb_dataset/samples/21f8191117df5f58d24ea288d35f2d2225b0b1fe90a98c1c0aa1536cb22fdf2c.exe,MALWARE,0.9783
/home/heph/Documents/code/ransom/new/mb_dataset/samples/33067028e35982c7b9fdcfe25eb4029463542451fdff454007832cf953feaf1e.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/62972fe96d08844656a758bf9ade11b97eb34c7844fb8f01d4942115ff9ebfbb.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/02c280735b472354058060e2408e640021f2e6ee58cccbc537ff50920e1d087b.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d32a6439a35d5963fb4526c72f9a52bbfd518a8a8d0959901f017318a9ae82cc.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/bf55f989b62c8cfdaac42a669e0b721b4f6fe89df10a676d319de5e70dd679ea.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a8892871837288ea3c5cef52f1f704fca54006b5e01b1ad2d498ab27f0d573a6.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/2eb1a793802a58977cf1d8530a40f7a0d45b46166eae888bedf4f7884b6590b1.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/fa8cb387589ca2778630436c57f44c1810886c9a4a1e8779aad8fdd91946ef2d.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/ce86182cb394d8a6c9460d25d9e598dde20103ad727519b617661a8a39532dfd.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/a9607174adb621fc8685edcacf513b7279697a6f9ceca1ea864f8c411a636b1d.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/76c89d0e27b229e3b19c3f5e8bc1e2a410c3329c73b5693cf589c49ae87f17ad.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7c79e5c677864a1aafd11267b8624197a567158cf645ccee405229bf1518c186.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/aae2393a1567f38f86ff133e0c023d9cd9f8e3565dbdabd413448c433c2ed537.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/1607500bd24fab311e3ee7ba9e72e94a84f6c2d40731086981ecb463c638080f.exe,MALWARE,0.9869
/home/heph/Documents/code/ransom/new/mb_dataset/samples/fc160cb764c8458bb97f587da4023ac790244ecf2f7b7544d611d4b245be451c.exe,MALWARE,0.9905
/home/heph/Documents/code/ransom/new/mb_dataset/samples/050c6b14a0308fc4adbafec1465b2202b8d378b0e8df7cce38b04e35772b04f3.exe,MALWARE,0.9768
/home/heph/Documents/code/ransom/new/mb_dataset/samples/1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,SUSPICIOUS,0.6499
/home/heph/Documents/code/ransom/new/mb_dataset/samples/b032335922778ce4091c5f11f9906e479b82d7b02aecc6b268a45ce7b0d14fcd.exe,MALWARE,0.917
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4369aed581de0fe84c25a1ef2c3cf0bb6bf70df8b51fdf38b3b0b2a55f43261b.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/b70e78971fc44f8413447139afe777f19fd1b0d203f2d40f66f41cd6100a1c95.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/0a0f1e0ef771046285f78b7af20aac3384b521dbbf6bc69ca6d559cc15d9f97e.exe,MALWARE,0.9523
/home/heph/Documents/code/ransom/new/mb_dataset/samples/47aab1f5a9de4659066c5d1ca8f3a72858811c3d41b6de5f04439e96d134d6d7.exe,MALWARE,0.9984
/home/heph/Documents/code/ransom/new/mb_dataset/samples/fb3bbb5c9f50d2b8495d2938a1ee87f11f0782a10214a727b57cf4b5ffe50449.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d4919a7402d7ae02516589fbdfb3cc436749544052843a37b5d36ac4b7385b18.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4cd313662dab4c93a7e0b4f19d66e92d8263f17265832b95da52468b60be7075.exe,MALWARE,0.9993
/home/heph/Documents/code/ransom/new/mb_dataset/samples/2f45a3079b5949b6dfb356f79c30ba333635f1eab27704232a7eb70dc428e4ee.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/54c9c36da7b33456f8a72768ec357d05da21293ebe64c17c877ded0def7b72e9.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/6b93afe89d923d9694c660d4271f850a5534b7308b1902f4547d841ecea11d42.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/06c2a137c31aae5d02b4d7df61ffd31f1af9a9e59978f15b3f7265cc751bff1f.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/90d0247b5d8b6310a63e14e8c1c4912e2eff5a096419877759f09332126caac3.exe,MALWARE,0.9996
/home/heph/Documents/code/ransom/new/mb_dataset/samples/04e768174636f0a5be42e9cee5974a8b9db2832d4e79cc973ad617185ab80595.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/9515602089f0646fc7203ce18473de0dcb71280a9cf0bba991588b2b5f05acb5.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/fc2b499708b2d20545c140906b0484546c8b3ff21341b8a5acd18f2063fa2bb5.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/67535915e18cd4a9505451bba5ca3ff4b58b469e9b72272ff598c11510d7caca.exe,MALWARE,0.997
/home/heph/Documents/code/ransom/new/mb_dataset/samples/6e1c3a2825b9121f4553114b9500f41de6bcf38a2aa42f87dbe789b993dbade7.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d5f9595abb54947a6b0f8a55428ca95e6402d2aeb72cbc109beca457555a99a6.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/32e10dc9fe935d7c835530be214142041b6aa25ee32c62648dea124401137ea5.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/e275b8a02bf23b565bdaabadb220b39409eddc6b8253eb04e0f092d697e3b53d.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/c2859adc342cbcc36485ef6c3020913c459079acbeae3456b44297d7704f6853.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4cda6af63873eca99b9a0b69be1c8b9c81b501339f569a30fd30394fa54da3e1.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/aa1f4e8e7066b57f594ebed05e931932277c35495ba407f1f97675c6ce4be5cc.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d7959a93b70f0a1bb25c08da1f2ff2298e3e6934e7829e5ed148ab8565f59572.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/c8c7515ca777b92b6f6a355e0ff5d0f4f712bb13d6d5735789a09fc3ed7de8fa.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/f3a6d4ccdd0f663269c3909e74d6847608b8632fb2814b0436a4532b8281e617.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/d00f2a459ecda2ad7afcf3ca62128fd3d0f3d29dbbe6f5314759890dbae12deb.exe,MALWARE,0.9998
/home/heph/Documents/code/ransom/new/mb_dataset/samples/25fba0e92d00184dde662c7d30aff006851dba296daa6f6f82ce797b66789ed2.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/47aa84cda2854d32ed9621b6121281069caecdbe7f0b665183aba0bd4db3d729.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/bdd635b9c3d3c1e9871b3e6b917f33670c5ad8fe36fe90e8ca4714fbd592599a.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7a42a2591858a6901ad37d4669a9c9a78a981b1d670c3dbfeef23500eae972c1.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/daf55a9d48dd736fa870acd24cf4ced89b079544051d3bd782195ea9b96d6397.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/f53f84ac24e0ae43cd5b59a0e031d6423f8dce2400d21e0d59ea5511b57f256f.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7192f002384780797b689dcb8dbed4b1016bc2c1a6c9b3cebbe9bfe1fc05e822.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/33e5396c26b5fff35264d758f66244d54372a93be3bc83a27bb1ebef58b1528c.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/593d89afb5fddfe947207dc69f93816c665e480ecd2a78c9eaab108b9799691e.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/72cd5155f579dafc07836de6d17f096ce820fa3d087035f23a344b4530f63f09.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/c4b27044ec7b2f446d05421b1d8ae42d3e6b3c1ae67f559c3231bffa6785b284.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/da07675216728cb7d30452040da92a37bc235b01433afef3c58471d5d73295fa.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/cb9d4202d4f495091a046b7fc3fdaa9306343b8402b741a45e3add7cafc95eee.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/4afda03ddeb1c62a1f87765ea383f920621134c3f6362959cb9993c24752fcb0.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/c7b91de4b4b10c22f2e3bca1e2603160588fd8fd829fd46103cf536b6082e310.exe,MALWARE,0.9962
/home/heph/Documents/code/ransom/new/mb_dataset/samples/7dabe5d40c13c7c342b7182eaf7c63fbb5e326300316f6f6518b527d57e79ac8.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/8b65c9437445e9bcb8164d8557ecb9e3585c8bebf37099a3ec1437884efbdd24.exe,MALWARE,0.9999
/home/heph/Documents/code/ransom/new/mb_dataset/samples/93fb7f0c2cf10fb5885e03c737ee8508816c1102e9e3d358160b78e91fa1ebdb.exe,MALWARE,0.9999
